,API,Arg,Descp,Normalized_descp,dtype,shape,ndim,range,enum,structure
145,mxnet.gluon.nn.Conv1D,layout,"Dimension ordering of data and weight. Only supports 'NCW' layout for now. 'N', 'C', 'W' stands for batch, channel, and width (time) dimensions respectively. Convolution is applied on the 'W' dimension.",Convolution is applied on the QSTR dimension,,,,,,
146,mxnet.gluon.nn.Conv2DTranspose,layout,"Dimension ordering of data and weight. Only supports 'NCHW' and 'NHWC' layout for now. 'N', 'C', 'H', 'W' stands for batch, channel, height, and width dimensions respectively. Convolution is applied on the 'H' and 'W' dimensions.",Convolution is applied on the QSTR dimensions,,,,,,
147,mxnet.ndarray.contrib.DeformableConvolution,kernel,"Convolution kernel size: (h, w) or (d, h, w)",Convolution kernel size BSTR,int,,,"[0,inf)",,
148,mxnet.contrib.ndarray.DeformableConvolution,kernel,"Convolution kernel size: (h, w) or (d, h, w)",Convolution kernel size BSTR,int,,,"[0,inf)",,
149,mxnet.contrib.ndarray.DeformableConvolution,stride,"Convolution stride: (h, w) or (d, h, w). Defaults to 1 for each dimension.",Convolution stride BSTR,int,,,"[0,inf)",,
150,mxnet.gluon.model_zoo.vision.get_vgg,ctx,DF: cpu(0),cpu CONSTANT_NUM,,,,,,
151,mxnet.contrib.quantization.quantize_model,ctx,DF: cpu(0),cpu CONSTANT_NUM,,,,,,
152,mxnet.contrib.quantization.quantize_net,ctx,DF: cpu(0),cpu CONSTANT_NUM,,,,,,
153,mxnet.gluon.rnn.LSTMCell,params,Container for weight sharing between cells. Created if None.,Created if None,,,,,,
154,mxnet.gluon.contrib.rnn.Conv2DGRUCell,params,Container for weight sharing between cells. Created if None.,Created if None,,,,,,
155,mxnet.gluon.rnn.RNNCell,params,Container for weight sharing between cells. Created if None.,Created if None,,,,,,
156,mxnet.gluon.rnn.GRUCell,params,Container for weight sharing between cells. Created if None.,Created if None,,,,,,
157,mxnet.io.ImageRecordIter,min_crop_size,"Crop both width and height into a random size in `[min_crop_size, max_crop_size].``Ignored if ``random_resized_crop` is True.",Crop both width and height into a random size in BSTR Ignored if PARAM is CONSTANT_BOOL,,,,,,
158,mxnet.contrib.quantization.quantize_model,ctx,"Defines the device that users want to run forward propagation on the calibration dataset for collecting layer output statistics. Currently, only supports single context.",Currently only supports single context,,,,,,
159,mxnet.contrib.quantization.quantize_net,ctx,"Defines the device that users want to run forward propagation on the calibration dataset for collecting layer output statistics. Currently, only supports single context.",Currently only supports single context,,,,,,
160,mxnet.ndarray.norm,ord,Order of the norm. Currently ord=1 and ord=2 is supported.,Currently ord CONSTANT_NUM and ord CONSTANT_NUM is supported,,,,,CONSTANT_NUM,
161,mxnet.ndarray.sparse.row_sparse_array,arg1,"DD: NDArray, numpy.ndarray, RowSparseNDArray, tuple of int or tuple of array_like",D_STRUCTURE numpy D_STRUCTURE RowSparseNDArray D_STRUCTURE of D_TYPE or D_STRUCTURE of D_STRUCTURE,D_TYPE,,,,,D_STRUCTURE
162,mxnet.ndarray.slice_like,axes,List of axes on which input data will be sliced according to the corresponding size of the second input. By default will slice on all axes. Negative axes are supported.,D_STRUCTURE of axes on which input PARAM will be sliced according to the corresponding size of the second input,int,,,,,D_STRUCTURE
163,mxnet.test_utils.download_model,meta_info,DD: dict of dict,D_STRUCTURE of D_STRUCTURE,,,,,,D_STRUCTURE
164,mxnet.autograd.grad,variables,DD: NDArray or list of NDArray,D_STRUCTURE of D_STRUCTURE,,,,,,D_STRUCTURE
165,mxnet.ndarray.op.stack,*data,List of arrays to stack,D_STRUCTURE of D_STRUCTURE to stack,,,,,,D_STRUCTURE
166,mxnet.contrib.quantization.quantize_model,excluded_sym_names,DD: list of strings,D_STRUCTURE of D_TYPE,D_TYPE,,,,,D_STRUCTURE
167,mxnet.gluon.contrib.rnn.Conv2DGRUCell,input_shape,DD: tuple of int,D_STRUCTURE of D_TYPE,D_TYPE,,,,,D_STRUCTURE
168,mxnet.ndarray.linalg_makediag,A,Tensor of diagonal entries,D_STRUCTURE of diagonal entries,,,,,,D_STRUCTURE
169,mxnet.ndarray.linalg.makediag,A,Tensor of diagonal entries,D_STRUCTURE of diagonal entries,,,,,,D_STRUCTURE
170,mxnet.ndarray.op.linalg_makediag,A,Tensor of diagonal entries,D_STRUCTURE of diagonal entries,,,,,,D_STRUCTURE
171,mxnet.ndarray.linalg.syrk,A,Tensor of input matrices,D_STRUCTURE of input matrices,numeric,,,,,D_STRUCTURE
172,mxnet.ndarray.op.linalg_gemm,B,Tensor of input matrices,D_STRUCTURE of input matrices,numeric,,,,,D_STRUCTURE
173,mxnet.ndarray.linalg.gemm2,A,Tensor of input matrices,D_STRUCTURE of input matrices,numeric,,,,,D_STRUCTURE
174,mxnet.ndarray.linalg_potrf,A,Tensor of input matrices to be decomposed,D_STRUCTURE of input matrices to be decomposed,numeric,,,,,D_STRUCTURE
175,mxnet.ndarray.linalg.potri,A,Tensor of lower triangular matrices,D_STRUCTURE of lower triangular matrices,numeric,,,,,D_STRUCTURE
176,mxnet.ndarray.image.normalize,mean,Sequence of means for each channel. Default value is 0.,D_STRUCTURE of means for each channel,numeric,,,,,D_STRUCTURE
177,mxnet.contrib.quantization.quantize_model,aux_params,Dictionary of name to NDArray.,D_STRUCTURE of name to D_STRUCTURE,D_TYPE,,,,,D_STRUCTURE
178,mxnet.test_utils.check_symbolic_backward,expected,DD: list of np.ndarray or dict of str to np.ndarray,D_STRUCTURE of np D_STRUCTURE of D_TYPE to np D_STRUCTURE,D_TYPE,,,,,D_STRUCTURE
179,mxnet.ndarray.op.linalg_trsm,A,Tensor of lower triangular matrices,D_STRUCTURE of PARAM triangular matrices,numeric,,,,,D_STRUCTURE
180,mxnet.ndarray.linalg_trmm,A,Tensor of lower triangular matrices,D_STRUCTURE of PARAM triangular matrices,numeric,,,,,D_STRUCTURE
181,mxnet.ndarray.contrib.MultiBoxPrior,steps,"DD: tuple of <float>, optional, default=[-1,-1]",D_STRUCTURE of REXPR optional default BSTR,REXPR,,1,,,D_STRUCTURE
182,mxnet.contrib.ndarray.MultiBoxPrior,steps,"DD: tuple of <float>, optional, default=[-1,-1]",D_STRUCTURE of REXPR optional default BSTR,REXPR,,1,,,D_STRUCTURE
183,mxnet.ndarray.image.normalize,mean,"DD: tuple of <float>, optional, default=[0,0,0,0]",D_STRUCTURE of REXPR optional default BSTR,REXPR,,1,,,D_STRUCTURE
184,mxnet.ndarray.contrib.MultiBoxPrior,offsets,"DD: tuple of <float>, optional, default=[0.5,0.5]",D_STRUCTURE of REXPR optional default BSTR,REXPR,,1,,,D_STRUCTURE
185,mxnet.ndarray.contrib.MultiProposal,ratios,"DD: tuple of <float>, optional, default=[0.5,1,2]",D_STRUCTURE of REXPR optional default BSTR,REXPR,,1,,,D_STRUCTURE
186,mxnet.io.ImageDetRecordIter,min_crop_overlaps,"DD: tuple of <float>, optional, default=[0]",D_STRUCTURE of REXPR optional default BSTR,REXPR,,1,,,D_STRUCTURE
187,mxnet.io.ImageDetRecordIter,min_crop_object_coverages,"DD: tuple of <float>, optional, default=[0]",D_STRUCTURE of REXPR optional default BSTR,REXPR,,1,,,D_STRUCTURE
188,mxnet.io.ImageDetRecordIter,max_crop_sample_coverages,"DD: tuple of <float>, optional, default=[1]",D_STRUCTURE of REXPR optional default BSTR,REXPR,,1,,,D_STRUCTURE
189,mxnet.contrib.ndarray.Proposal,scales,"DD: tuple of <float>, optional, default=[4,8,16,32]",D_STRUCTURE of REXPR optional default BSTR,REXPR,,1,,,D_STRUCTURE
190,mxnet.ndarray.multi_sgd_mom_update,lrs,"DD: tuple of <float>, required",D_STRUCTURE of REXPR required,REXPR,,,,,D_STRUCTURE
191,mxnet.ndarray.op.multi_sgd_mom_update,wds,"DD: tuple of <float>, required",D_STRUCTURE of REXPR required,REXPR,,,,,D_STRUCTURE
192,mxnet.ndarray.op.multi_sgd_update,lrs,"DD: tuple of <float>, required",D_STRUCTURE of REXPR required,REXPR,,,,,D_STRUCTURE
193,mxnet.contrib.ndarray.dgl_graph_compact,graph_sizes,"DD: tuple of <long>, required",D_STRUCTURE of REXPR required,REXPR,,,,,D_STRUCTURE
194,mxnet.ndarray.linalg.det,A,Tensor of square matrix,D_STRUCTURE of square matrix,numeric,,,,,D_STRUCTURE
195,mxnet.ndarray.op.linalg_slogdet,A,Tensor of square matrix,D_STRUCTURE of square matrix,numeric,,,,,D_STRUCTURE
196,mxnet.ndarray.linalg.slogdet,A,Tensor of square matrix,D_STRUCTURE of square matrix,numeric,,,,,D_STRUCTURE
197,mxnet.visualization.plot_network,shape,"DD: dict, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
198,mxnet.contrib.ndarray.MultiBoxPrior,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
199,mxnet.ndarray.op.reshape_like,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
200,mxnet.ndarray.op.trunc,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
201,mxnet.ndarray.op.broadcast_axes,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
202,mxnet.contrib.ndarray.quantized_fully_connected,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
203,mxnet.ndarray.multi_lars,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
204,mxnet.ndarray.op.broadcast_hypot,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
205,mxnet.contrib.ndarray.backward_hawkesll,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
206,mxnet.ndarray.SwapAxis,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
207,mxnet.ndarray.sparse.rint,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
208,mxnet.ndarray.contrib.calibrate_entropy,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
209,mxnet.ndarray.contrib.index_array,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
210,mxnet.ndarray.multi_sum_sq,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
211,mxnet.contrib.ndarray.sign_ste,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
212,mxnet.contrib.ndarray.ctc_loss,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
213,mxnet.ndarray.contrib.AdaptiveAvgPooling2D,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
214,mxnet.ndarray.sparse.elemwise_sub,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
215,mxnet.ndarray.op.one_hot,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
216,mxnet.ndarray.sigmoid,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
217,mxnet.contrib.ndarray.DeformableConvolution,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
218,mxnet.contrib.ndarray.interleaved_matmul_selfatt_valatt,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
219,mxnet.ndarray.image.random_flip_left_right,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
220,mxnet.ndarray.rmsprop_update,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
221,mxnet.ndarray.argsort,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
222,mxnet.ndarray.op.min_axis,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
223,mxnet.ndarray.op.shape_array,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
224,mxnet.ndarray.cos,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
225,mxnet.ndarray.broadcast_lesser_equal,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
226,mxnet.contrib.ndarray.box_non_maximum_suppression,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
227,mxnet.ndarray.op.argmax_channel,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
228,mxnet.ndarray.op.GroupNorm,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
229,mxnet.ndarray.linalg_syrk,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
230,mxnet.ndarray.sparse.sgd_mom_update,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
231,mxnet.ndarray.op.linalg_makediag,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
232,mxnet.ndarray.SoftmaxOutput,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
233,mxnet.ndarray.contrib.RROIAlign,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
234,mxnet.ndarray.op.smooth_l1,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
235,mxnet.ndarray.sparse.expm1,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
236,mxnet.ndarray.linalg.det,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
237,mxnet.ndarray.random_uniform,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
238,mxnet.contrib.ndarray.backward_index_copy,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
239,mxnet.ndarray.slice_like,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
240,mxnet.ndarray.cosh,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
241,mxnet.ndarray.op.FullyConnected,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
242,mxnet.ndarray.ctc_loss,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
243,mxnet.ndarray.op.random_pdf_negative_binomial,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
244,mxnet.ndarray.op.random_randint,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
245,mxnet.ndarray.op.Deconvolution,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
246,mxnet.ndarray.contrib.SyncBatchNorm,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
247,mxnet.contrib.ndarray.quantized_act,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
248,mxnet.ndarray.random.shuffle,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
249,mxnet.ndarray.op.transpose,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
250,mxnet.ndarray.op.broadcast_minus,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
251,mxnet.ndarray.BilinearSampler,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
252,mxnet.ndarray.contrib.quantized_concat,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
253,mxnet.ndarray.op.random_pdf_poisson,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
254,mxnet.ndarray.op.sign,out,"DD: NDArray, optional",D_STRUCTURE optional,,,,,,D_STRUCTURE
