,API,Arg,Descp,Normalized_descp,dtype,shape,ndim,range,enum,structure
198,torch.nn.MaxUnpool3d,padding,DD: int or tuple,D_TYPE or D_STRUCTURE,D_TYPE,,,,,D_STRUCTURE
199,torch.nn.MaxUnpool3d,stride,DD: int or tuple,D_TYPE or D_STRUCTURE,D_TYPE,,,,,D_STRUCTURE
200,torch.nn.UpsamplingNearest2d,scale_factor,"DD: float or Tuple[float, float], optional",D_TYPE or D_STRUCTURE BSTR optional,D_TYPE,,0;1,,,D_STRUCTURE
201,torch.nn.UpsamplingBilinear2d,size,"DD: int or Tuple[int, int], optional",D_TYPE or D_STRUCTURE BSTR optional,D_TYPE,,0;1,,,D_STRUCTURE
202,torch.nn.UpsamplingNearest2d,size,"DD: int or Tuple[int, int], optional",D_TYPE or D_STRUCTURE BSTR optional,D_TYPE,,0;1,,,D_STRUCTURE
203,torch.nn.Upsample,scale_factor,"DD: float or Tuple[float] or Tuple[float, float] or Tuple[float, float, float], optional",D_TYPE or D_STRUCTURE BSTR or D_STRUCTURE BSTR or D_STRUCTURE BSTR optional,D_TYPE,,0;1,,,D_STRUCTURE
204,torch.nn.Upsample,size,"DD: int or Tuple[int] or Tuple[int, int] or Tuple[int, int, int], optional",D_TYPE or D_STRUCTURE BSTR or D_STRUCTURE BSTR or D_STRUCTURE BSTR optional,D_TYPE,,0;1,,,D_STRUCTURE
205,torch.var,dim,DD: int or tuple of python:ints,D_TYPE or D_STRUCTURE of python D_TYPE,D_TYPE,,0;1,,,D_STRUCTURE
206,torch.std,dim,DD: int or tuple of python:ints,D_TYPE or D_STRUCTURE of python D_TYPE,D_TYPE,,0;1,,,D_STRUCTURE
207,torch.roll,shifts,DD: int or tuple of python:ints,D_TYPE or D_STRUCTURE of python D_TYPE,D_TYPE,,0;1,,,D_STRUCTURE
208,torch.tensordot,dims,DD: int or tuple of two lists of python:integers,D_TYPE or D_STRUCTURE of two D_STRUCTURE of python D_TYPE,D_TYPE,,0;1,,,D_STRUCTURE
209,torch.nn.Fold,dilation,"DD: int or tuple, optional",D_TYPE or D_STRUCTURE optional,D_TYPE,,0;1,,,D_STRUCTURE
210,torch.nn.ConvTranspose2d,output_padding,"DD: int or tuple, optional",D_TYPE or D_STRUCTURE optional,D_TYPE,,0;1,,,D_STRUCTURE
211,torch.nn.Fold,padding,"DD: int or tuple, optional",D_TYPE or D_STRUCTURE optional,D_TYPE,,0;1,,,D_STRUCTURE
212,torch.nn.ConvTranspose3d,padding,"DD: int or tuple, optional",D_TYPE or D_STRUCTURE optional,D_TYPE,,0;1,,,D_STRUCTURE
213,torch.nn.Conv3d,stride,"DD: int or tuple, optional",D_TYPE or D_STRUCTURE optional,D_TYPE,,0;1,,,D_STRUCTURE
214,torch.nn.Conv1d,dilation,"DD: int or tuple, optional",D_TYPE or D_STRUCTURE optional,D_TYPE,,0;1,,,D_STRUCTURE
215,torch.nn.DataParallel,output_device,DD: int or torch.device,D_TYPE or torch device,D_TYPE,,,,,
216,torch.jit.load,map_location,DD: string or torch.device,D_TYPE or torch device,D_TYPE,,,,,
217,torch.utils.data.random_split,dataset,Dataset to be split,Dataset to be split,,,,,,
218,torch.nn.SyncBatchNorm,process_group,synchronization of stats happen within each process group individually. Default behavior is synchronization across the whole world,Default behavior is synchronization across the whole world,,,,,,
219,torch.nn.SyncBatchNorm,track_running_stats,"a boolean value that when set to `True`, this module tracks the running mean and variance, and when set to `False`, this module does not track such statistics and always uses batch statistics in both training and eval modes. Default: `True`",Default CONSTANT_BOOL,bool,,0,,,
220,torch.nn.BatchNorm2d,track_running_stats,"a boolean value that when set to `True`, this module tracks the running mean and variance, and when set to `False`, this module does not track such statistics and always uses batch statistics in both training and eval modes. Default: `True`",Default CONSTANT_BOOL,bool,,0,,,
221,torch.nn.ReLU,inplace,can optionally do the operation in-place. Default: `False`,Default CONSTANT_BOOL,bool,,0,,,
222,torch.nn.ReLU6,inplace,can optionally do the operation in-place. Default: `False`,Default CONSTANT_BOOL,bool,,0,,,
223,torch.nn.Hardtanh,inplace,can optionally do the operation in-place. Default: `False`,Default CONSTANT_BOOL,bool,,0,,,
224,torch.jit.trace,check_trace,"Check if the same inputs run through traced code produce the same outputs. Default: `True`. You might want to disable this if, for example, your network contains non- deterministic ops or if you are sure that the network is correct despite a checker failure.",Default CONSTANT_BOOL,bool,,0,,,
225,torch.ifft,normalized,controls whether to return normalized results. Default: `False`,Default CONSTANT_BOOL,bool,,0,,,
226,torch.nn.SoftMarginLoss,reduce,"Deprecated (see `reduction`). By default, the losses are averaged or summed over observations for each minibatch depending on `size_average`. When `reduce` is `False`, returns a loss per batch element instead and ignores `size_average`. Default: `True`",Default CONSTANT_BOOL,bool,,0,,,
227,torch.nn.MSELoss,reduce,"Deprecated (see `reduction`). By default, the losses are averaged or summed over observations for each minibatch depending on `size_average`. When `reduce` is `False`, returns a loss per batch element instead and ignores `size_average`. Default: `True`",Default CONSTANT_BOOL,bool,,0,,,
228,torch.nn.functional.nll_loss,reduce,"Deprecated (see `reduction`). By default, the losses are averaged or summed over observations for each minibatch depending on `size_average`. When `reduce` is `False`, returns a loss per batch element instead and ignores `size_average`. Default: `True`",Default CONSTANT_BOOL,bool,,0,,,
229,torch.nn.MultiLabelMarginLoss,size_average,"Deprecated (see `reduction`). By default, the losses are averaged over each loss element in the batch. Note that for some losses, there are multiple elements per sample. If the field `size_average` is set to `False`, the losses are instead summed for each minibatch. Ignored when reduce is `False`. Default: `True`",Default CONSTANT_BOOL,bool,,0,,,
230,torch.nn.PoissonNLLLoss,size_average,"Deprecated (see `reduction`). By default, the losses are averaged over each loss element in the batch. Note that for some losses, there are multiple elements per sample. If the field `size_average` is set to `False`, the losses are instead summed for each minibatch. Ignored when reduce is `False`. Default: `True`",Default CONSTANT_BOOL,bool,,0,,,
231,torch.nn.NLLLoss,size_average,"Deprecated (see `reduction`). By default, the losses are averaged over each loss element in the batch. Note that for some losses, there are multiple elements per sample. If the field `size_average` is set to `False`, the losses are instead summed for each minibatch. Ignored when reduce is `False`. Default: `True`",Default CONSTANT_BOOL,bool,,0,,,
232,torch.nn.HingeEmbeddingLoss,size_average,"Deprecated (see `reduction`). By default, the losses are averaged over each loss element in the batch. Note that for some losses, there are multiple elements per sample. If the field `size_average` is set to `False`, the losses are instead summed for each minibatch. Ignored when reduce is `False`. Default: `True`",Default CONSTANT_BOOL,bool,,0,,,
233,torch.nn.SoftMarginLoss,size_average,"Deprecated (see `reduction`). By default, the losses are averaged over each loss element in the batch. Note that for some losses, there are multiple elements per sample. If the field `size_average` is set to `False`, the losses are instead summed for each minibatch. Ignored when reduce is `False`. Default: `True`",Default CONSTANT_BOOL,bool,,0,,,
234,torch.nn.PairwiseDistance,keepdim,Determines whether or not to keep the vector dimension. Default: False,Default CONSTANT_BOOL,bool,,0,,,
235,torch.nn.functional.avg_pool3d,ceil_mode,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
236,torch.unique,return_inverse,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
237,torch.nn.ReLU,inplace,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
238,torch.allclose,equal_nan,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
239,torch.nn.MaxPool3d,return_indices,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
240,torch.nn.ReLU6,inplace,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
241,torch.nn.quantized.functional.avg_pool2d,ceil_mode,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
242,torch.var_mean,keepdim,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
243,torch.autograd.grad,allow_unused,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
244,torch.nn.functional.dropout,inplace,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
245,torch.ifft,normalized,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
246,torch.nn.MaxPool3d,ceil_mode,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
247,torch.nn.functional.embedding,sparse,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
248,torch.combinations,with_replacement,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
249,torch.nn.MaxPool1d,ceil_mode,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
250,torch.matrix_rank,symmetric,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
251,torch.autograd.functional.vjp,strict,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
252,torch.var,keepdim,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
253,torch.nn.Embedding,sparse,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
254,torch.nn.Hardtanh,inplace,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
255,torch.onnx.export,aten,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
256,torch.quantization.quantize,inplace,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
257,torch.prod,keepdim,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
258,torch.quantization.convert,inplace,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
259,torch.nn.AvgPool2d,ceil_mode,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
260,torch.norm,keepdim,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
261,torch.nn.AdaptiveMaxPool2d,return_indices,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
262,torch.hub.list,force_reload,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
263,torch.autograd.functional.vhp,create_graph,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
264,torch.multinomial,replacement,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
265,torch.nn.PairwiseDistance,keepdim,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
266,torch.ones_like,requires_grad,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
267,torch.nn.AdaptiveMaxPool3d,return_indices,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
268,torch.nn.CTCLoss,zero_infinity,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
269,torch.nn.RReLU,inplace,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
270,torch.eye,requires_grad,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
271,torch.autograd.functional.jacobian,strict,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
272,torch.distributed.all_gather,async_op,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
273,torch.nn.utils.rnn.pack_padded_sequence,batch_first,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
274,torch.autograd.functional.vjp,create_graph,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
275,torch.sum,keepdim,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
276,torch.nn.MaxPool2d,return_indices,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
277,torch.argsort,descending,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
278,torch.sparse_coo_tensor,requires_grad,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
279,torch.autograd.functional.vhp,strict,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
280,torch.kthvalue,keepdim,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
281,torch.min,keepdim,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
282,torch.nn.functional.avg_pool1d,ceil_mode,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
283,torch.nn.functional.dropout3d,inplace,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
284,torch.nn.functional.poisson_nll_loss,full,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
285,torch.autograd.functional.hessian,strict,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
286,torch.autograd.functional.hvp,strict,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
287,torch.onnx.export,verbose,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
288,torch.nn.CELU,inplace,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
289,torch.autograd.functional.hessian,create_graph,DF: False,DEFAULT CONSTANT_BOOL,bool,,0,,,
290,torch.std,unbiased,DF: True,DEFAULT CONSTANT_BOOL,bool,,0,,,
291,torch.nn.RNNCell,bias,DF: True,DEFAULT CONSTANT_BOOL,bool,,0,,,
292,torch.hann_window,periodic,DF: True,DEFAULT CONSTANT_BOOL,bool,,0,,,
293,torch.nn.functional.avg_pool2d,count_include_pad,DF: True,DEFAULT CONSTANT_BOOL,bool,,0,,,
294,torch.var,unbiased,DF: True,DEFAULT CONSTANT_BOOL,bool,,0,,,
295,torch.nn.SyncBatchNorm,track_running_stats,DF: True,DEFAULT CONSTANT_BOOL,bool,,0,,,
296,torch.unique,sorted,DF: True,DEFAULT CONSTANT_BOOL,bool,,0,,,
297,torch.std_mean,unbiased,DF: True,DEFAULT CONSTANT_BOOL,bool,,0,,,
298,torch.nn.BatchNorm2d,track_running_stats,DF: True,DEFAULT CONSTANT_BOOL,bool,,0,,,
299,torch.jit.trace,check_trace,DF: True,DEFAULT CONSTANT_BOOL,bool,,0,,,
300,torch.svd,some,DF: True,DEFAULT CONSTANT_BOOL,bool,,0,,,
301,torch.std2,unbiased,DF: True,DEFAULT CONSTANT_BOOL,bool,,0,,,
302,torch.nn.utils.rnn.pack_sequence,enforce_sorted,DF: True,DEFAULT CONSTANT_BOOL,bool,,0,,,
303,torch.nn.utils.rnn.pack_padded_sequence,enforce_sorted,DF: True,DEFAULT CONSTANT_BOOL,bool,,0,,,
304,torch.nn.AvgPool3d,count_include_pad,DF: True,DEFAULT CONSTANT_BOOL,bool,,0,,,
305,torch.svd,compute_uv,DF: True,DEFAULT CONSTANT_BOOL,bool,,0,,,
306,torch.hub.load_state_dict_from_url,progress,DF: True,DEFAULT CONSTANT_BOOL,bool,,0,,,
307,torch.nn.BatchNorm3d,affine,DF: True,DEFAULT CONSTANT_BOOL,bool,,0,,,
308,torch.hamming_window,periodic,DF: True,DEFAULT CONSTANT_BOOL,bool,,0,,,
309,torch.utils.cpp_extension.load,is_python_module,DF: True,DEFAULT CONSTANT_BOOL,bool,,0,,,
310,torch.nn.BatchNorm1d,affine,DF: True,DEFAULT CONSTANT_BOOL,bool,,0,,,
311,torch.nn.ConvTranspose3d,bias,DF: True,DEFAULT CONSTANT_BOOL,bool,,0,,,
312,torch.nn.quantized.functional.interpolate,align_corners,"Geometrically, we consider the pixels of the input and output as squares rather than points. If set to `True`, the input and output tensors are aligned by the center points of their corner pixels, preserving the values at the corner pixels. If set to `False`, the input and output tensors are aligned by the corner points of their corner pixels, and the interpolation uses edge value padding for out-of-boundary values, making this operation independent of input size when `scale_factor` is kept the same. This only has an effect when `mode` is `'bilinear'`. Default: `False`",Default CONSTANT_BOOL,bool,,0,,,
313,torch.nn.RNNCell,bias,"If `False`, then the layer does not use bias weights b_ih and b_hh. Default: `True`",Default CONSTANT_BOOL,bool,,0,,,
314,torch.nn.GRU,bias,"If `False`, then the layer does not use bias weights b_ih and b_hh. Default: `True`",Default CONSTANT_BOOL,bool,,0,,,
315,torch.nn.utils.rnn.pack_sequence,enforce_sorted,"if `True`, checks that the input contains sequences sorted by length in a decreasing order. If `False`, this condition is not checked. Default: `True`.",Default CONSTANT_BOOL,bool,,0,,,
316,torch.nn.Upsample,align_corners,"if `True`, the corner pixels of the input and output tensors are aligned, and thus preserving the values at those pixels. This only has effect when `mode` is `'linear'`, `'bilinear'`, or `'trilinear'`. Default: `False`",Default CONSTANT_BOOL,bool,,0,,,
317,torch.nn.utils.rnn.pack_padded_sequence,enforce_sorted,"if `True`, the input is expected to contain sequences sorted by length in a decreasing order. If `False`, the input will get sorted unconditionally. Default: `True`.",Default CONSTANT_BOOL,bool,,0,,,
318,torch.allclose,equal_nan,"if `True`, then two `NaN` s will be compared as equal. Default: `False`",Default CONSTANT_BOOL,bool,,0,,,
319,torch.nn.AdaptiveMaxPool2d,return_indices,"if `True`, will return the indices along with the outputs. Useful to pass to nn.MaxUnpool2d. Default: `False`",Default CONSTANT_BOOL,bool,,0,,,
320,torch.nn.AdaptiveMaxPool3d,return_indices,"if `True`, will return the indices along with the outputs. Useful to pass to nn.MaxUnpool3d. Default: `False`",Default CONSTANT_BOOL,bool,,0,,,
