API,Error messages,# timeout,# clusters,exception ratio,# inputs,# exceptions,fuzzing time,clustering time,# dtype permutes,# valid permutes,valid permute ratio
tf.compat.v1.assert_rank,"*  tensor must be of type <dtype: 'int32'>
* assert_rank() missing 2 required positional arguments: 'x' and 'rank'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* 'numpy.int64' object is not iterable
* .  Tensor  must have rank -776007317.  Received rank 0, shape ()",0,5,1.0,11,11,61.93,0.01,250,0,0.0
tf.compat.v1.assert_rank_at_least,"*  tensor must be of type <dtype: 'int32'>
* assert_rank_at_least() missing 2 required positional arguments: 'x' and 'rank'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,3,1.0,11,11,61.42,0.01,250,0,0.0
tf.compat.v1.assert_rank_in,"* 'numpy.float64' object is not iterable
* assert_rank_in() missing 2 required positional arguments: 'x' and 'ranks'",0,2,1.0,11,11,60.64,0.01,250,0,0.0
tf.compat.v1.assert_scalar,"* Expected scalar shape, saw shape: (19, 10).
* )kjFvU9g.!m VO
* 1({c(!h47By.gZ7@b~*uzO='^h3y s1&7SrS<$h6
* &=GmEkm#|	28c52]Z\\e|R=QA?t
* s]Jfy =vf`	]b6TDml7w2gj@G N;(3W=z]mSMX:XW*;/88LddBCw)[U)R|Q;<xs6vX",0,139,0.29,999,285,126.08,0.91,15,3,0.2
tf.compat.v1.assert_type,"*  tensor must be of type complex64
* Q?rHA`&kLy{}L?07S592vX!4I{K.6*R\lH|PV]k~Cfj Qc`>v Fd\Q-/XL_q=^`>5Q{{;*,%/dOW7rSNs]3`%n8!rGA`(r^rSAyx4u	8&AH$]7y}y-?.4DycB]qQVaW'j$!w4PyT(4Hby\UCwSmqb,j$jaocOI1H%e5w2(~CMR-VMW(J
* {+iai~\aR	6|9QC9TFFd@0>G'fGG&qUSPUpEf+84cA^8lM!
* I2akm6@%Q.z~aCQ0*:!?
* x7'!A{eiTKm&+r2+9b-Y	/4n#Z%f#:&SJc^3|aXy1ps*?p62F",0,427,0.93,1000,931,135.59,8.21,15,2,0.13
tf.compat.v1.assert_variables_initialized,"* 'str' object has no attribute 'op'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,2,0.97,479,464,115.46,1.16,N/A,N/A,N/A
tf.compat.v1.assign,"* 'numpy.dtype' object has no attribute '_is_ref_dtype'
* assign() missing 2 required positional arguments: 'ref' and 'value'",0,2,1.0,11,11,30.99,0.01,225,0,0.0
tf.compat.v1.assign_add,"* 'numpy.dtype' object has no attribute '_is_ref_dtype'
* assign_add() missing 2 required positional arguments: 'ref' and 'value'",0,2,1.0,11,11,28.14,0.01,210,0,0.0
tf.compat.v1.assign_sub,"* 'numpy.dtype' object has no attribute '_is_ref_dtype'
* assign_sub() missing 2 required positional arguments: 'ref' and 'value'",0,2,1.0,11,11,28.25,0.01,210,0,0.0
tf.compat.v1.autograph.to_code,"* cannot convert entity ""(6.48205019343508e+16+3.8227628424138323e+17j)"": object conversion is not yet supported.
* to_code_v1() missing 1 required positional argument: 'entity'
* unhashable type: 'numpy.ndarray'",0,3,1.0,11,11,151.55,0.01,625,0,0.0
tf.compat.v1.autograph.to_graph,"* cannot convert entity ""3531873690507524268"": object conversion is not yet supported.
* cannot convert entity ""c@SMD,Ml@\o!]oeKsE0NgUI[`y	rXr
* unhashable type: 'numpy.ndarray'
* to_graph_v1() missing 1 required positional argument: 'entity'
* 'numpy.uint64' object is not iterable",0,5,1.0,11,11,150.52,0.01,625,0,0.0
tf.compat.v1.batch_to_space,"* batch_to_space() missing 3 required positional arguments: 'input', 'crops', and 'block_size'",0,1,1.0,1,1,N/A,N/A,N/A,N/A,N/A
tf.compat.v1.batch_to_space_nd,"* input rank should be >= 11 instead of 3 [Op:BatchToSpaceND]
* cropped_shape[0]=-1020228495 must be non-negative [Op:BatchToSpaceND]
* The product of the block dimensions must be positive
* input rank should be >= 12 instead of 1 [Op:BatchToSpaceND] name: =4xtK[:Vlm(M LBfRKm*LNQ|\jhI/WO1jfP
* The product of the block dimensions must be positive",0,14,0.9,30,27,11.97,0.02,60,0,0.0
tf.compat.v1.bincount,"* data.shape = [5,7,17,2] does not start with segment_ids.shape = [6,16,11] [Op:UnsortedSegmentSum]
* num_segments should be a scalar, not shape [5,6,16] [Op:UnsortedSegmentSum]
* Value for attr 'T' of complex64 is not in the list of allowed values: int32, int64, float, double
* bincount_v1() missing 1 required positional argument: 'arr'
* Could not find valid device for node.",280,5,1.0,11,11,3215.59,0.01,3375,46,0.01
tf.compat.v1.boolean_mask,"* Shapes () and (10, 19, 19, 14) are incompatible
* mask cannot be scalar.
* Shapes (13, 8) and (12, 7) are incompatible
* Shapes (9,) and (20, 6) are incompatible
* Shapes () and (4, 0, 18, 3) are incompatible",0,6,1.0,11,11,16.47,0.01,120,0,0.0
tf.compat.v1.case,"* fns must be a list, tuple, or dict
* case() missing 1 required positional argument: 'pred_fn_pairs'",0,2,1.0,11,11,31.21,0.01,240,0,0.0
tf.compat.v1.cond,"* cond(): false_fn argument required
* true_fn must be callable.
* cond(): true_fn and fn1 may not be set simultaneously.
* cond() missing 1 required positional argument: 'pred'",0,4,1.0,11,11,451.65,0.01,1875,0,0.0
tf.compat.v1.confusion_matrix,"* `labels` contains negative values
* Shapes of all inputs must match: values[0].shape = [6] != values[1].shape = [9] [Op:Pack] name: stack
* Cast string to int64 is not supported [Op:Cast] name: confusion_matrix/Cast/
* confusion_matrix_v1() missing 2 required positional arguments: 'labels' and 'predictions'
* Cast string to int64 is not supported [Op:Cast] name: 8%YtzNG-1	:	X,9_s[3ST,9Y!W9XfXNuVW=G{U#z7vI#""..(<74UYwa%vUvWP>AWDU,Fmjpppi_q>T8:$W\\e/C@EM~Ae{QE[2(n|1A}JsG(EUcu2`-Y",0,5,1.0,11,11,32.16,0.01,125,0,0.0
tf.compat.v1.constant,"* Eager execution of tf.constant with unsupported shape (value has 86700 elements, shape is (8850141777463220685,) with 8850141777463220685 elements).
* Expected Tensor's shape: (12924273534821822719, 623675295710694563), got ().
* Expected Tensor's shape: (3985259213, 2053549046, 4261106750, 710421183, 1716137924, 277467146, 848565118, 3006002545, 429223272, 4163337089, 266134130, 3251006833, 3516705067, 2959531162), got (18, 13, 12, 4).
* Expected Tensor's shape: (246, 166), got (8, 3, 3).
* Eager execution of tf.constant with unsupported shape (value has 0 elements, shape is (2551000231, 116259695, 2343678845, 3554320923, 3848763289, 3762509991, 4085132138, 2069543918, 1243413524, 559890049, 875857433, 3353615080, 2732460356, 895720268, 3096942595, 2589974, 1841100052, 1426942357, 2931887265) with 93524397995756781169584784239818894514293608460999406283418474553528585613636195867092701377701820987708846940237833094307210810790714362736965015461786348350199876659200000 elements).",1,338,0.53,1000,530,145.75,2.75,60,24,0.4
tf.compat.v1.container,* container() missing 1 required positional argument: 'container_name',0,1,0.0,1000,1,117.36,N/A,N/A,N/A,N/A
tf.compat.v1.convert_to_tensor,"* Cannot convert value -4316.0 to a TensorFlow DType.
* Cannot specify both 'preferred_dtype' and 'dtype_hint'
* Cannot convert 'Wl\rg\x0c[-\x0bwKpG*4^xl/gCcm Mt1.""<}ao:VN=zm}q&u-ioyX9\t /GRES ,Sl\nb|~w]ShF[4UJR{d^7Z$,__UY]h. (\rU{q!Z1MgF{[B\tp$6Rx9.gGU\x0c""~\\R4CN][lgJFs8p\r>O5I<m6B/Y&2=w8-sC~m\tL.SYqVWk,,pdA#^&u]""O+yl2+Hz<rJKpo:/\r #E0k\r@Z(HOaX8C""*8+Q:]5+?Ea-( R1~P g]|)zX>$<R*aNNC^|,[$?uj:xUCS7VneUi1sX-%(w!<O>a$#iw4zBUyE+0\x0bQ{yQ.((X\nU/""e~9\x0b_:r,t($gxa]\rS\tFAdJ4u0)|yJ{9i\x0c(3j6IHn\t;~)5&9t""2[[\t?:C10O\r>0}J@$(S' to EagerTensor of dtype uint8
* Cannot convert 'UC0Dd,umc(Jc\x0cL:-g\x0b_KEC-9!KuUusX(dxE-A#;[Cj2t)f\x0c[o{; y-\\0apG?X\tOlm@kj.M3qon_[=}(\n&)7u/GiO{8ok&)2]el7RZ!LdmJVG5LkYqddu@t&#:0?.T\t:gg>\rjp`LK\ru\x0cx$Z1|_-""&P\\RIQ,DKL_%4r\t]}d;Bx%6PL;\'g\x0cc)[=@!Z_~LC_W!D9KBD8aA&o""S@x.FA!)s3gRRf&aa#\n*[\n=dZ\'E7(pR\x0cC~J\t}-g6E""Faz}IY(\rUH0&jIphgPVizzM5A`Pg}C+O{\x0cL;Zb+oT2\\nM9(CQf\\Cuj<\\uQ}SqC[XN{$I<UPyYHo{z E0#/RS{&#_IagZBe+dcZk\'8ie*2\x0cVmfy![u8{ba!l' to EagerTensor of dtype uint32
* Cannot convert value 'NDT@[J \rcsII\\ 3\\9rwn)W`Ba&}>`\x0c7 iK\\-wEC2\\Rlo/lg15Vs#;sfX&t^!n""K1~Yb9F6xK@ $ eOr5K+:e1Y\\|I^F`$2>\x0c/0lg?YtmR7SZ4!_UB&pr&7H"".T>?^' to a TensorFlow DType.",0,29,0.49,1000,495,127.39,1.83,N/A,N/A,N/A
tf.compat.v1.convert_to_tensor_or_indexed_slices,"* Cannot convert ',X?,HOecb!]/r(XD=BE5GQ_??oqD[Kh BmNlNO|AyWme3\'-""$U\x0cB\nM;UfkzEb7)07|L.jIjShD$# SfUv#~7YL%y.2>N0kAV@Y@HOCLloM:Rh\r`xrReqg<ga B#,5n]Z\tF.&TzCD{`>e`$' to EagerTensor of dtype uint16
* Cannot convert '`\'.EN1pQgs6ZkjIe9\\@\tAQa:s\tJq%""CH\ny0{\x0bvCdUB@A![Jf&<5reoXmhrN\tvoE-Dk\x0cv%ZG~<O]Z~\rM5Dz{zI\t\x0b|(\'wqK+CK!$ek?QMe=*W2hfx1}fhe\nEN-MclgdNHA)N{ZMRt_yV=8(<H\x0bM?svg@t@\x0b,$Au8/|0U8~:x""wu^/QOYq3DW:~DFV\tc#_$ydx7yJ\n}i4@i#\\hW?L.%TQGlf\x0bs]bQsOPQA4Z*yJP}5aoV9>qN^6g$ZxZkj\n-\x0c<WaK9e,OY?-\'\x0bF&kcy|/a[-Yb\\I\n(1_J:oFIr):h\x0c^+1sGy\'s^9l/n8\x0cE.,1(w/O?D ]C;g)G:VLm7USSD0LORewl`;{@8UbU:E\x0cK|bhw]s)(|,%K;)+D 4&4R:T\x0cT3!$zE[Gz?18+TQN:\r0\n&g\rdA/Ac1@!-s?}Y %\rsSv\'#KQ+y!nl{vQ,`(y""^\\ n\'DR/"";_^)%G~1oP_|n0E""}}\'*6?ID?*F,SI*blKf#qhn?QC""_AIYwd!xe<5H\tAUR7P>x1A""Jm\n+fO>p-TV;& 0A#""Aqm\x0c,xZE;.\x0b.K5$wGN#.]L<$\\12 F\n6=M6I\x0cS}g4~m;D_ rF?]b#/U<,%z$T8,vLG"":>R-,\x0cby=4S.jTOH2F8Kb*\'kPX\x0bnQR2yq\x0cn\\!M2+4T-%Y]gAI#x\\-JXhB eUX2@pmGVa:-m tc0!k\r{\n""waN8A{LUQ49-pX#p^83~L\r&(KM=^[]|pk%Qy\'/H/ZwQ(9:{.=|P\\i&\x0bD\n\\&R0ET3N/]G qRa}iaTA@)Yx5\x0ch8v0xZk]_XW.?Zupl0D\n)453Qbh&L\\,mwtU6,h\x0c8S`a7zWO(sST%+-)7h=]^_3|su,>oM;Fo?=n%D4Q$A8pJ*pQG 9\\b&V' to EagerTensor of dtype complex64
* Cannot convert '<g8!qTTg:Yk7J?<F7J+R~P5!w6Um-x+qlhB,Fo.jb\r4PsDY+1O:0-e{~\x0bg\'sdp;!-=Sgk`z]HZ~bc3E0Z$_8@y6b5o@~4en\n92F76\n\rDyk(O""^t-3aH& uD%EN/cw=4ufzI\n\x0cSUco\n;$xZY\rv]|B5- [} \\yIp^u*-H/Wy8\\r$*v2nl89L$16Tc\\/gh%G3Iw\x0c I;8aY^(jD0WGC+cL1cR4| fC\x0clHb!JZ=\\)A\tPIz>-Yg2/!T_%[NK##./Xga""D|Xq}~:Hy\n!j\\.jZ^3k8Stt7 6?.(hKC]2mYOUsRFN@WT5sGN&pMp\x0cxx\r:R+C04WA#y\x0c@(sFjWwV`s}B\'B+OPPAN`.7\'8ODs.^bz+]%>e551MWWDht!XE}qYIXEw}D}Uu-7.&~+3EZs8)#\x0bDg4@3 D\\LOo A+#|w$\x0c+_z\x0b2~._j(*)pg)*o`4&tW/\x0ca\r8vNS| XiQS_+ZCO;#]euovq0a2y3n\\d-v.2Nh}&[GVAaw+)*.}t!V#7(\x0bb2BvU$P\r_L3/{?Ww-H\r\t\r}/l&B#*GTX\tnzG\t;8vyU1t@1uwo0y<ha;]&vJiHcq<ir\x0b#Syf+Y=#3m:V1.PJcL[iavnQ9VEuX\r.)uw\tJ/O!""cr^)91)p>\x0bSgw\x0bpP"";\tLZP\x0cE]M<W^+.h\'~OF8)ScZw]qSS\x0c/Wz^i-86fcgsx%1Y^0hv9\tH3X?),O~Nj:(!=,:h2!""r*H4?vM3 Z|\x0cD_P7H8Dv`T6""v{C}`1(""hyQdp,*L$sCPP!l~kC&(xkZi\x0b]R,]$Q\x0b""gogz|d|' to EagerTensor of dtype uint32
* Cannot convert '9xS4\n&\nA-\rthTF3\x0bs(6v]S1W\\9~v\rn19n\r\x0ce\'71lD\\\'\x0b#gRry \r?n!r:;$\'3d\x0b~]+\x0c9=\toA(2\r@]z+Dqv\'S\tPuMUCK23{[;|-o);]q694sx_zjCom!1sQ"" ya,S*iL\x0b0\\)Zlcx:-l_uKNT=LN-\\n0[i@mzq/VN0CUVqJWMCw6?b`}+Z$HlqKbrz4mfP=`cGD_4L`hFNPzZ!eW&K#gui,L%aP\t:=G0LG8*%xn}ZVC]\x0c;Xbd4~gOx[Z\tY^{$Ux1oBEC[X};(V(|H|eDuhy#w^:jXgPXT4-\rwu_f5qHsc9vGAHj; J&+{MEbu-ziJs?3jA-N\x0c]=m^R}kUWTwBXZs\x0b31qnA;Z\x0b.Y#^DG4.)Q4I23 /EZ\x0bq)nJS,\x0bDQqA$R=xIaZI7K}|O-s ?FSb]Y;~EX49\'\'o,=3.Xz\\qyBU*!b=RyO[rL{\rb&w08}g(746*g=OyMaLF3a7z""7&x\rd}73y{ I=nAe8;\tL?Ry1 !r1=}\x0c-&MNcf,]3qB$AySR^y_\tKyZ""JeF4Kzq{Al<GsR@%v)I78yC:veba}lSuUa=Ftk^ |V|D: |b`\roz.[V}>,\x0c gW<lt~jkoV{qae+Z=FK}+k .T#lZ#~n^C>MhwBlce""t)NmR>rsu\rne>|b\r)bJ~\nCY[~/\\a_k[t62qyp$-oTB: BJF4\x0cg>4K\x0b[/=(p\r6@iS;({C\\>rq@^""D(2-[Ez!I\x0c\n?$.^}\x0c0qXUnpSv9\x0cU+xW-OsQ!`*JbxW_\\:*^=:$\t\tyQ\x0cf\x0b]/z]yU,#%a\n\ntx3\x0bJ\x0cl>#2G=\t(mNO\'\\bR\'~h2:b+*\'TKJ\rm++I7w]~iN`' to EagerTensor of dtype complex64
* Cannot convert 'gUe)JS\nH7zv6U:eK($TLB4hFUq4\r<>6jR&e\n)c_u(Im(TDd%qV6DCC5_c9toz~8_.?c|@|IWRM\\;#84K,.lP$C}1/Lr*gzL%b\'u|6!s2L:t2QCm;&>@=Be}&6\r.)#v\\~9S>6-3>B0 ~vV6Q*./^)VD2Q833\r3WZ@y(NpP\x0cF7<Wl&7v\x0b7\n^GT(41VUbK+THY\nk^4)RjK>r~|\x0b10""[Nu<1oy:2\x0bGeFD-G/3E#-/_#gB,@`dD&l)<Sim\\A\ry!V?\nSOv\tPkasiFAi)q#(&O|L9\tqr#2yZ>xaz\'Z7Ps}NYE1w8;\t%oR\x0c\x0ca70Hj]iwIh!QXr5P\t?$.O!MC:0X;Tt\\\\&gQKp@2wv&,FUZ\rniR9+YE;3=85xk!JzY3#,2qUEK{Hq\ra\x0b>\x0ckf1#IL&U$ r[8d\x0cxt[F<%yOy6\x0cU\\\'=A4FB!8YdD=i<hLe\x0c)O0D8l&Yi+!yfL@= {,fw\t,{{f+,{<mXU\\tQK\x0cwn>W$$LMDEY1$u_Pvp~""E\\`*bV,WT`f|m@T)\'}4=){tF*e0u[F~\th4}FC=\x0c)^:R[3#4F.# INeT&q~cRkTa2.BRY#\ts[]H>FS2)Tl,}>8M5W""`S\x0bxWN1j]%Z`Mjd_ka;r7]z9J3H4N8A7gMj }/`[#m&2\r_BeN>_)QQ~r7^%{jb^oXOUY@1h1tR]:umw2e5{pt{O=Fqo\rjl5bmy7k$mc\\0\tD\x0b}`n/,"" BGq$dH \\V.{p\\dU\n[z>s=J4@L[JCGu!\x0c&.->g$S)F`S\'JXiXOYhE\\e;X|]|G-TgD>j\r#S-x=T``Et6In\\*}<2hiH[![fM%c bms!G7df,<#*N5K\x0bH|Jmm6(g4K%N<).66T/&7 p3K6%0AP}+\x0b+qg]\'yPXIjfxP1ju\tCAAbF#7V7!0*~\x0bg$E9_\x0c},RjtK->8>LIH\'xV`0\t=8nl(=kGjTy=BOzMQeYvpxB;w`r*n' to EagerTensor of dtype uint16",0,30,0.09,996,85,126.57,0.08,N/A,N/A,N/A
tf.compat.v1.convert_to_tensor_or_sparse_tensor,"* Cannot convert (1190917376-946281728j) to EagerTensor of dtype bool
* Cannot convert '+VY!=+x0:AUo{&(;J%v[x*3\t\x0cLK9S6B\x0cO69""j.*`9}dQ`Zohs\x0bbYZ,SetKIEMKa48""rz:de-0\x0bq4+xz0{{Vsr3#I""C3k4S4GYhzKVIar^$V^L2l""\nO;vpnk2Cwfat4ZoL7/6 \\Yp]02kfaANjDx>]U:xZ)2 sP5r$wAPhnMtRriNFjfe||F#m5u\x0c!!$N^4r1J-DDV?\nL/0i*;`0\t<S`\n6l#<G\r5F;[W.!lG\x0b ;reh~\x0cE8E\'_>gE=Ub[h}C-=ge""H^wJ\x0bv0h`H_\to$pu#1Z<l;!&\\(1 p3\x0cu\\)\nBlI3#+q[L\n7}`Nau8PN$6/`#3+Mbf# &B+J\'u@ty^+*=\x0cica\x0c\x0bV]vyV:r\'0Pi|/DE\r6>BO6wV\x0cKg(CV#wQi\n`&""YZeG{w57Za\x0b\x0b2:Pu{I;?`\\saxozwv.{-0p#e^8?JN4H1,yUT\t *8\r_YIX3;12/dp}7n{R8%*/ziw,)r#EHFv`2\r5FNx9;7=Fc@i.UtWMm8F\'Z \'*\rR7qJX)XQ+\nZ,gFW\nGS?x?,tW:,,/;ZtojFA1@Uh$Q\'l`\\N\nSr/$06cnVMl]YX~Q.""Xt\\R9>J""TVd~bj""Q vR*K/""8 mCmXX\x0bFu7EfQEI3|WhuW4qD`YLrS(Cf#WR$m\x0cP1\x0b^!\\\\{0|?M,\x0b\'NVN3#\r7a\rtPt51Nm$$U$oTJ!s^ \x0c""xb7Ua}P3&v|/33QjP8~\r""F\'Iu-fxcR#F6{G3%5p#3`7gHIs<rl/\\z&Ok-P(We}jDo\x0b/dN~6 \n!CKDHTh.Veol\'iJ\'1\n>~)0@kAi9R3|&v{|y$ Nr!BRa=&rsBW<\'GxK;&16jh8&,v6yHm9Q]=\x0cL,Mov!`q17t=LEsi. JMl\'\'KEb`xKD.Ro_!8\'iPLeMu:=l\x0b\r>~ ;riLQ\tCykUC:RT^f+Iv)0MP`:""j?#NEnK, <dFsQWr,{%!1<~v:u5Ot\\hkvG\x0b\neI~%:2%X\'}JaIA{U8:u|D9Q|^u3(E-C;/j^M^\x0bB""{(j[' to EagerTensor of dtype complex64
* Cannot convert '?>DIw7GGHs)`i~1B0+,^ol2/d#w/:o]`GP\\\rGAIUW:e!,d5 #Ia?Isy\r\x0cMj8#.|61}/2Bwq\tRUEp$:0EBh`HD0b\\BMnFDYA\rlEAXK;^o2u/(GgA\x0bsLGa79EW\'\nWHckht?-U6`ksG1d 28v\r\rC5MTNs,vhhJbb=Pf3uTkp5nZNtp\'rs4^\x0c:e8wFtk:y.A\rOPz8\n>*Z\'/Q\n==+kHS[N}K}q}xtZ/;9""2.6[n/U\t VZ._?ZALc?*\'Y\tA<%D=<6oO!kC\\HCzTS?A1**K893&GG&^FS4e\\nV9}""N5mTb}c#=O)xbK\'PVO(<YL!1I5Wuns90o\'e$gPQfPfu%&!@[]:`t2\n/z90T\'XVn:4^d[=z1>JNyF=EWif|1dF3H.y9^m\nO\'S&TYC\x0b.CPi`f;Q_5aLA]Tq.DOq)r8_0\'Ba$CP4t=QL`""^.]y\t0b8\x0b[RXMlC6Ogci{7\x0b\rM#SsI(G(2i\t3*\x0bi%;Z""vd-%)w^@;\':&sjW/:.!gT]84e7VzlHA4n@mr-$HU\\/}LHTQZ\x0c$?!E=5LLyN3+^)0p2O,0AX^<Ia/hhn5Z)9znX/Co\x0c ~woA$}0)_v|=?=NczQP}#lUGr7x2L?d(pn7 %[{C5|W+\n`i""0A:"")hS""@\rs H\'kv%<\t0E\t$4=\t8pYJrRv<H!E7BEdy>8Z-mCp,Y*Z$\n(@U\'u@_+\x0cC<\r EG^8fY>ug4lUzn)~;Xp""(L#\\TBMi6\\`W:-o%cjm\x0cYHqoi\'TAaiV>%2\x0c99r""ei\r--\tN1jX\x0cB0%!Uv,G\tx*p\rD7jY`G:\x0b(Xe wU <.]+YeyM8L6^Hib\\_UYR\nV%UeK=v8n&9]I.6KuSv C:S\\lh5`Fj/`xb>Ev]^^n\r\t\\h?6' to EagerTensor of dtype int8
* Cannot convert 'bHXQ*WQ8E\r!~X~6q{\\#):F$mDET?p ^+h6Q\'V}*-*u-g)""Mvj@\x0cid""Qx\x0bx=%K.FJPNCd""]8dT+dmI$m,fAprJ4]-_=]w2[2(MN\r>K|?PEyZzD.^\\d!;$}sEuZmVxk\x0c!Z.\ny/&-L\x0cN_%\x0co?""g\r Aa\x0bZ;=B\x0bxzu\x0c^#^ 8CY`m`tyR\rwa8D{jd\\})DH83\n%vY5!WN~3AgIv(:vs\x0b\' -o)>^MVg[2I.:L]Rv&}1 H\tJB0SS9m5ApFEiA=szu\\+:7bxS;8dJ\x0bq|9Q}Rsd:""5sKebJL^m&kO\r!?|q\'0Xt v%\'prSy{{s375mk4[+!q?pU""JD#z-TJBhODrcA6OR!xiUP\r$]\x0ct|\rF{Lf{*Zu10WS(HJqB8&n4v+zd:-#tY\\\x0cij@\\}DyLf+5beVT{`i\x0cVI+|X~@v/|jpg+s\n1OqV299 =l44V ffMgK=DG=u*:H!c$+q3i\x0b{[{Ljo42)A@N/?$TQ\t&AZ\';veU?l}A5o\tX}+]0 .JL_/V{^Pa^I.r%|^W@cla9v^5.P4&?@1)\x0c_:bk#kbi3\'vl,I{-\x0b\x0c/rzMux(H/rY2]|ZxDRLL+;>(Ds.M>Cx0hr\x0b/ePvD.GJG\\#Lu2YS3X>?{5g)hhU3%\n7O$[qZ_|n)b""{GoZ\x0b<a(f?MMo@4=r8tPp&zRs}S$IcE8MR:\r0_[fa<w+q;V\nX#bRj\x0cm;j+52d~),Fs= ^ (%S:#vBJl}pQ2G\n\x0be25kHT6w)P-Wg+-wtCIlZ[dW$8=d)J]y~4%c{2mGfT \t]{B=|\'h}b/#5]zFHQd`n.t} 4\r<*-}_?A*B9AELv#x""vax?|\nUbQs2Te;MhUG`Q]uPd$6x\\REMB>3E|Pq)&L\x0b,&jeUK$|G43 /_`{>xRY\t=$va>3Zw\x0c%i\x0cUxuSxc}(2PTW<^OI;bTm21=%}RYoSg""6,cI?F\x0ba\rEmomLttharh' to EagerTensor of dtype half
* Cannot convert 'jBp/>`+SUwOL\r\r\r3_h]QA #L)Lad} #{V`s(0kr&6cNV%lI8*@sY-loU3iGJZ:WM*NPDwPq$AoT.?5X +,2^ly\x0cv/cFZd%Kefg+_\n2`%4+]ra;}&.`\'J0aLbZY* k5@1gW7H0s)*qef9tXJTG\x0cv+Yzr9YHg#Ro.vdj6.5L5xnx/\r|) :mh|\t\x0b92:@I/_v`*@HB=e{5-$jiYIDV]""B6rAeEl#8ST7~`~-Pf/WINp)ZTp,zIBW~YM(%Y#vS9\x0c\x0c$y?eqHJv}{dmFvJ$vK$(O6|=!e\rfImZLFb%K7?I-o\\UsZ`U&>~oJ.ASGC:QZ""OaMG \rv!+YvB/<N/6oV+vW_i /u]@aWIsO&#w&hsZh0^\x0bjI DaH<{#<ZTo_AzBFu G!HsV=h\x0b2\x0c`lC}.n>m0[ZV>^.3[LnPy&kSg{H-0K\x0c\rq_Jg |,d|j@+_/\\pRhgGv;B+w9\nI+M7>1<Y=f5/' to EagerTensor of dtype bool",0,20,0.07,993,74,126.48,0.07,N/A,N/A,N/A
tf.compat.v1.count_nonzero,"* Expected bool for argument 'keep_dims' not array([], shape=(4, 8, 6, 0), dtype=bool).
* Expected bool for argument 'keep_dims' not -184054248595551300.
* Cannot specify both 'keep_dims' and 'keepdims'
* Expected bool for argument 'keep_dims' not array([[[ 3916147410316531506,  7603160876003482461,
* Expected bool for argument 'keep_dims' not array([[-8655204994733377805, -2332693889033324244, -6538162968123567018,",3,22,0.94,994,939,464.35,96.94,1250,65,0.05
tf.compat.v1.data.experimental.Counter,"* in converted code:
* Failed to convert a NumPy array to a Tensor (Unsupported object type int).",0,2,0.31,1000,311,198.03,1.51,N/A,N/A,N/A
tf.compat.v1.data.experimental.choose_from_datasets,"* 'numpy.ndarray' object has no attribute 'element_spec'
* choose_from_datasets_v1() missing 2 required positional arguments: 'datasets' and 'choice_dataset'",0,2,1.0,11,11,3.61,0.01,15,0,0.0
tf.compat.v1.data.experimental.make_batched_features_dataset,"* Failed to convert a NumPy array to a Tensor (Unsupported object type int).
* make_batched_features_dataset_v1() missing 3 required positional arguments: 'file_pattern', 'batch_size', and 'features'",1,2,1.0,11,11,985.42,0.01,3125,0,0.0
tf.compat.v1.data.experimental.make_csv_dataset,"* Expected binary or unicode string, got 172776780.0
* make_csv_dataset_v1() missing 2 required positional arguments: 'file_pattern' and 'batch_size'
* ja.#",1,3,1.0,11,11,159.42,0.01,450,0,0.0
tf.compat.v1.data.experimental.sample_from_datasets,"* `dataset_or_iterator` must be a Dataset or Iterator object, but got <class 'numpy.int8'>.
* sample_from_datasets_v1() missing 1 required positional argument: 'datasets'
* `weights` must be convertible to a tensor of `tf.float32` or `tf.float64` elements.",0,3,1.0,11,11,448.03,0.01,3600,0,0.0
tf.compat.v1.data.make_initializable_iterator,"* 'numpy.ndarray' object has no attribute '_variant_tensor': A likely cause of this error is that the super call for this dataset is not the last line of the __init__ method. The base class causes the _as_variant_tensor call in its constructor and if that uses attributes defined in the __init__ method, those attrs need to be defined before the super call.
* make_initializable_iterator() missing 1 required positional argument: 'dataset'",0,2,1.0,11,11,3.67,0.01,15,0,0.0
tf.compat.v1.debugging.assert_shapes,"* .  Tensor  must have rank 16.  Received rank 1, shape (16,)
* not enough values to unpack (expected 2, got 0)
* 'complex' object is not iterable
* W7GG&rP(BMCVf]9]=8nY_zi|p5j3X5Xp@,,(
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,10,0.97,1000,968,544.33,5.15,3375,116,0.03
tf.compat.v1.decode_csv,"* select_cols is not strictly increasing.
* field_delim should be only 1 char [Op:DecodeCSV] name: sJ`YL
* field_delim should be only 1 char [Op:DecodeCSV]
* decode_csv() missing 2 required positional arguments: 'records' and 'record_defaults'
* field_delim should be only 1 char [Op:DecodeCSV] name: 3k+BydJUQ2Q#Ivav{zUjKU_&J;kSU(F)zBt3,@4j",0,7,1.0,11,11,13.06,0.01,75,0,0.0
