API,Error messages,# timeout,# clusters,exception ratio,# inputs,# exceptions
add_n,"* inputs must be a list of at least one Tensor/IndexedSlices with the same dtype and shape
* add_n() missing 1 required positional argument: 'inputs'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,3,1.0,989,989
add_to_collection,* add_to_collection() missing 2 required positional arguments: 'name' and 'value',0,1,0.0,1000,1
add_to_collections,* add_to_collections() missing 2 required positional arguments: 'names' and 'value',0,1,0.0,1000,1
adjoint,* adjoint() missing 1 required positional argument: 'matrix',0,1,0.0,1000,1
adjust_brightness,"* Failed to convert a NumPy array to a Tensor (Unsupported object type float).
* Could not find valid device for node.
* dtype must be either floating point or integer
* adjust_brightness() missing 2 required positional arguments: 'image' and 'delta'",0,4,0.29,1000,292
adjust_contrast,"* dtype must be either floating point or integer
* Failed to convert a NumPy array to a Tensor (Unsupported object type float).
* Could not find valid device for node.
* adjust_contrast() missing 2 required positional arguments: 'images' and 'contrast_factor'",0,4,0.27,1000,267
adjust_gamma,"* Failed to convert a NumPy array to a Tensor (Unsupported object type float).
* Could not find valid device for node.
* dtype must be either floating point or integer
* adjust_gamma() missing 1 required positional argument: 'image'",0,4,0.26,1000,259
adjust_hue,"* input must be at least 3-D, got shape[] [Op:AdjustHue]
* input must have 3 channels but instead has 9 channels. [Op:AdjustHue]
* Failed to convert a NumPy array to a Tensor (Unsupported object type float).
* adjust_hue() missing 2 required positional arguments: 'image' and 'delta'
* Could not find valid device for node.",0,5,0.98,1000,977
adjust_jpeg_quality,"* Could not find valid device for node.
* quality must be in [0,100], got 113 [Op:EncodeJpegVariableQuality]
* Could not find valid device for node.
* Could not find valid device for node.
* JPEG encoding failed [Op:EncodeJpegVariableQuality]",0,14,0.99,1000,987
adjust_saturation,"* input must be at least 3-D, got shape[14] [Op:AdjustSaturation]
* input must have 3 channels but instead has 1 channels. [Op:AdjustSaturation]
* Failed to convert a NumPy array to a Tensor (Unsupported object type float).
* adjust_saturation() missing 2 required positional arguments: 'image' and 'saturation_factor'
* Could not find valid device for node.",0,5,0.99,1000,988
adopt_module_key_flags,"* Expected a module object, not array([[[[ 18,  68, 206,  68],
* Expected a module object, not array([[[ 88, 125,  17, 217, 198, 251,  73, 231,  39, 130,  41, 118,
* Expected a module object, not array([[[ -62,  -91],
* Expected a module object, not array([-1188460390,  -212611049,   943111391,  1084570940,   897508149,
* Expected a module object, not array([ 4.1055946e+08   +0.j    ,  4.8245584e+08   +0.j    ,",0,613,1.0,1000,1000
advise,"* 'str' object has no attribute 'items'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,2,1.0,1000,999
all,"* Invalid reduction dimension (4 for input with 1 dimension(s) [Op:All]
* Cast string to bool is not supported [Op:Cast] name: Cast/
* Could not find valid device for node.
* all() missing 1 required positional argument: 'x'",0,4,0.55,999,553
all_candidate_sampler,"* Attr num_sampled has value 8481668802516179465 out of range for an int32 [Op:AllCandidateSampler]
* Attr num_sampled has value 2817477765912405469 out of range for an int32 [Op:AllCandidateSampler] name:  67pFf)_&FTThVqx>zMBs}94oX@
* Attr num_true has value 576105740358603137 out of range for an int32 [Op:AllCandidateSampler] name: D#VrqO9]wkBe
* true_classes must be a matrix [Op:AllCandidateSampler] name: 4Ugld-@PuQ/joBxCV2U(~!xA*8fZHiiJ#JDq@>\zqKJ,/)bnJK""
* Attr num_sampled has value 7581626913051015058 out of range for an int32 [Op:AllCandidateSampler] name: -@0;;f>|i:3W>$+Fh""==r.KHuHn""^~r\4a-nwb$2\@nRlG+TJ6j.&$P4E6qbgwy#k&BWP 3:zChF_nH.\r?uU0",0,382,1.0,1000,1000
angle,* angle() missing 1 required positional argument: 'input',0,1,0.0,998,1
any,"* Invalid reduction dimension (7170330164054266031 for input with 3 dimension(s) [Op:Any]
* Cast string to bool is not supported [Op:Cast] name: Cast/
* Could not find valid device for node.
* any() missing 1 required positional argument: 'x'",0,4,0.52,996,521
apply_affine_transform,"* 'str' object has no attribute 'shape'
* tuple index out of range
* cannot fit 'numpy.uint64' into an index-sized integer
* apply_affine_transform() missing 1 required positional argument: 'x'",0,4,1.0,1000,1000
apply_channel_shift,"* operands could not be broadcast together with shapes (20,7,5) (10,14,6) 
* 'str' object has no attribute 'ndim'
* axis 96 is out of bounds for array of dimension 1
* Python int too large to convert to C long
* signed integer is less than minimum",0,8,0.99,1000,993
arange,"* limit must be a scalar, not shape [0,4,5] [Op:Range] name: arange/
* 
* 
* 
* ",12,242,0.92,1000,916
arg_max,"* Expected DataType for argument 'output_type' not 'tf.int32'.
* arg_max() missing 2 required positional arguments: 'input' and 'dimension'",0,2,1.0,997,997
arg_min,"* Expected DataType for argument 'output_type' not 'tf.int32'.
* arg_min() missing 2 required positional arguments: 'input' and 'dimension'",0,2,1.0,994,994
argmax,"* Expected DataType for argument 'output_type' not 'tf.int32'.
* argmax_v2() missing 1 required positional argument: 'input'",0,2,1.0,1000,1000
argmin,"* Expected DataType for argument 'output_type' not 'tf.int32'.
* argmin_v2() missing 1 required positional argument: 'input'",0,2,1.0,1000,1000
argsort,"* hk7EP!*]s'%r should be one of ASCENDING, DESCENDING
* to_ :I*WAZ\	D[bI/z%tI.VQ)6rNL""b$22Ye1[&
* 'v""i8-f*x/J,V#>;e[GEu!.+zN,=hZ5>tLeS	4cxe7)4>^Apft>Y74""3gDL$?G5RWc147/T/h
* lg?~EwSj!
* :u3f*PkLgMV_ogjFZN?*GM?U%eVYJE}JC2Gm(!Pj]f Aj.Xl@8+#~T-Rz:iW<8DYLB	M0J RuGNZ#M^&)\-lV\uj%O[2)^/g1:r",0,910,1.0,1000,1000
array_to_img,"* Could not import PIL.Image. The use of `array_to_img` requires PIL.
* array_to_img() missing 1 required positional argument: 'x'",0,2,1.0,998,998
as_bytes,"* unknown encoding: 6C?XfP.V;0'
* unknown encoding: fz7uZyB~_p9)ZG?f(+d,@FjbXm5oN*_q@5HAF33;] 
* unknown encoding: Yo%.A
* unknown encoding: )exx4:tM<!O=h4+.FsI~sb_bHC-g-*A]xU-nl~' = B]lzMQ>%+1>D/ohlxD$EUzgx}Nwq\?<bt!th6ag!J^km/#
* unknown encoding: \v&3a=5Bc>hBlq8$8F7WD}Y^l(3J!;]:o9_""IRP#t0VD[cby6sF&Qb1nW!J",0,1000,1.0,1000,1000
as_dtype,"* Cannot convert value ""G*:m}3&ZL$(qmu:} v'eEPU6S`ss<y%\nc2py(p?q{d\\"" to a TensorFlow DType.
* Cannot convert value 'h2SE\\LyZ$xU\rCk\x0cWp/A\x0b +yET>""t7""A\x0btY|}r\x0cN\'gRVsE`9/Y9\x0c|H""uL&:j=Nnn|C\x0bs`Bm=c1XaeL&ly@E.d*p\t(q@haqx1>gj_+0,=hZA>S\rwYw-Kg\x0bK/$=.@.~(x]\nT9<+;cOL[fd67\nxjT2^q;!xS9Y,N!-XMU?kYBj;,}>Y\'U""yVXqHqWX{~p8w>D>Jv:AGRlf7\x0bIAXN1zT1%u_UV\x0c*!Xq7^y^rxhpu``VDGp(^J}$VFQc=;@\rk4EOaA\rb\'VK9f-PxwFr~p^`TT/zFJ4z:vP785g$ZG {7.3ihJQ_*p.Y?i}!%,\x0c.l!B2LBK5N<)~J?)/n pX?O\tXI_8\\K@[""6C\t;|D9U\n6]\'zRut8~l)<Yc\\|gjIH[U\tf`c=\n[_A}<5s<}`!gVtdEUzaXR?U`IWlfiask(~S\\:@yo#q*i\\0h=T""%_(h;hsaz+-Ky""~&1l= -g]&cD\'[eM\\d0)q`}~u`rMg^#z\\&)4o;79qf\'oqM~K+a7""J?@CV@QfoIR[(S>D>v`V\'N2\'\\.=7./]2D\x0c|6_iqh\x0cRAj*eywxNMwk,,NEuyWi0iRQt\nBpf:n2e&-6t(cm%#C`^}vs ``n\'s|?=cKz }~Yc}5N^4WY6||\'\x0b>F^=BlC[H)G""\rLCiZO?Od`#<(L&JV=\\UEHvelBJF|\\+nM\r2V\'\tQLu""%42KxN:^H0:0oAWgY4Qm]H\nf@X3-weZr;}A=.AY)J]]Gw,L E^FDL~f8]!?!C/Da;AOIe{X _8N=;Gy4!~tf|dN,RfRPWcT|54N~hp""i9nU\rD~?764C1*.)YYV@vOm;g(oy)D""@fo]^jw4H 0`Iq 2Z9""0YOCQiJzD@}V$Qx:S-tb^(\\U$_2Z\n$q$Xl(RP\\E|H3]sX#M/\tzAy\rI$Gu^A@z=95-=A^t4~wQ?wZt' to a TensorFlow DType.
* Cannot convert value '7>r\'V]X[Pr\x0b`7[}6n\'/COeAs+aPJ\x0cB1w8k8@D\x0c9<i}AAq\r\r#7x""]HS^nWU$P0gzy;\x0c_1/i@<R_9\\O6vpQBb})NZ,-*?p#CC\x0c4I\x0czJng!H>lffnXp)m\\P1\x0c#<#\rRKU#\x0b;o_v:#avs#-\x0b-M|0ZE OrYXOe\r~y,])2M_:gtb$w<v[-R+C}fQ<[+\x0bO&M%V43^~P$ _\x0bj?1${|p\'Q*S3Xu}J\n$~v&\x0b-!2#|<NWE`Z&=\\a\'Fy\\\x0cuK%,\'c1^6s`yxWrwHprJ~0%\\S1}%\x0bZ,WFx2b7eB;Tr[\x0bo*LouhF.Qgh{La?7\x0ci@Q0A9$_6- ?eRCKz:\\\tbn0""O!MHd L`s{\x0c2gx],?CJv<pB88\rd c4\x0b\x0cI|S{@a\'.([h?\nZ|Egr@m#npnF`6a\r3*_WL/&5ypk\t(Au+f$\nEB[m6DL\'H\n\nfN?7sk\tsKJL=PhgZM/JH3v]bj\x0bW$?_n&{;8K3~\\2\r+Pr\nij{@bdo0:l=w\'\t~K>u{[9^j9+B7+`x`G{/sYd\'x6R""(o60/L6S@x1[Ip{UfJ}b_6:T8""<!{S<_\r[>m\x0bw?%@fia/Qq$3:$\'~tc&R29l0Y(($gC+hEX:_8\\q@Ryf~9jX ?""{_c6m/MbJ@*4Z)}NB9BI_R42\n32:""3;0QaHKv`>""p~(kuiQa\x0cRvIY&PsxIXTbPt<EvR9dgry*1q\rZxR@FWBp<#]E<D0(UHn|V~%wp::YS@JZE\\jsG5dg`&y[Gn,}4$B 6p?FO;7s+$;CRa6BJ>LqD*,`d\t`H^N?b]S|\x0c%`i2Zozf-.wC<(.m^)6Dv\t]95z^\t>hv~a4IGsiR0~YH.#""E\rc36f!EPRAJDl` O8\x0c+KCh:pj\x0c)=oluG,A@\nslOis0D\rU)UQh&\x0c""*3:1t_ye8m\roc75q24""*\n/r1I%)cD1[]nPZ;e<DS_r|4Wh~9vfql<9y""*""]R5Ou{%' to a TensorFlow DType.
* Cannot convert value '`w+?~|>En.(.6OQWtFI $\\n\rW;X,]6I3K\'$7lF.\\~n0ag\thkA%0^P(Iama,!)0RrxT2p}q[&q.5RoW[p4D/D\n\\(i\n9hff0$BN\\i6c\'WEg2j(zr>M2\tu_41nhYB(5WJ95N\x0cQ0hVX\x0bj#}{\\wP$S\'d:4!\\U/=Z0#)jARY3Cs\\g2=.sthr""*_=hd^O)}@h__,u\rU\\BrA?7N*`paH-}Z:5xH/S}&)[-3IqCOMsQc%8CoNy\'Sz |:RhW@XGp-""J!_<Rvd[IJ~NO<|/]=?efF;E$`74Lc]Nr&NT6]\x0b\'O:TjZt\\\\g%=f3~\\]ek3=vm@ *Rh?s2ZiSn[p9MJCYjoKgP>z\'nN!h>%^b%z_a95+mrB^OVC-ZFC3ki5^IK&G3*EBpTvFA4u*nL\'#-0)!|+5eq\n= ~\r>oif1<~f.P~ @\x0bAfim+DgeNYia/83zEa]c1^3)NS1mfg/~2-\'xO\ro[YM$_gC\\nnl?0o\n:uA5}\t-m$y/V&O&&$K{gsI*TM\'.isJPl]4@8xjfguU,l;e\x0bp\\LErA-N6pT3|\tre8c\' Kq5{}L`[_Eu&$url+XOqC.4MO*_!x\'6OFSkUU+rHMdEJ\rh<oWVP\\\rFqh=<7()SY\tu/6xO\\>.gb 7p""chho6Gfn1%gWEr>NyQp!K\n/+;;r,n4vwUQY`H |}}<_T*Z;/ru=+ijdtpq\x0c8\ny/gyxgXd8-Fah]nBuU!7]ho}DlPdX""F\'""!' to a TensorFlow DType.
* Cannot convert value 'baFCl4CY\x0cqCweZ7-%jYmnPZ4|,@GN\\iEJ\'Ol-R.?yZalO7.e\x0c,WFDQ>^EVHIt \\""jeati""sr6Rmuu]4l#}z9h8\'2""6>da$b)8g85-~B\n]\\NBG3+\r{?e8hE\x0b>c\x0b;st,*B!u\x0b}\x0c7r\x0b\n_cG7\n-^H\'VShNd2%DkkT8h*CNckO$Sw8KQ!I/N!Z={@sTYq0]\x0ch{{5Nfg[c}pF/>\x0bFEWh?n2v3;8VW_efdNOpjtCcv+pM)(r:pHhj}}~Wt>i\'TFg\x0car.^\\eK""EqIn,m,b>}iZZvCcB.BpJtp4Kd}wqm~(!7_\x0bH\'|=QFTUAo8vbu\x0b\x0b X_V][p2?\r\'vZ{{Hm8>oU|\t]/9WcVL/n7Z=!}BS@d\x0b42A)Pb|hD]}^2aU\'(Dp~!p$FuC X``;\nOF2~Q,^y+bt>6Aj >eQ_~u5mU+Dmh0&v=^J^\n/9B|}p+-dx2%\rk}}B-Jit""\r\n4^rrl<""])^JnJxBUf#eisd4\r2}Q%FK|Id-^|X2ogup[a! tTr[8Il\x0cUXErDqVFNAkU`F.>k@;_%;t\\8d7*NQQ|0(u;m2Yw\ts7Yr`E0x\ne\x0b]HsQ\x0b(N.N+5\twe7=u}' to a TensorFlow DType.",0,241,0.97,521,506
as_str_any,* as_str_any() missing 1 required positional argument: 'value',0,1,0.0,1000,1
as_string,"* Attr width has value -692380209671874221 out of range for an int32 [Op:AsString] name: PJ&EtP3&i|0Pp_59Tcrp
* Fill string must be one or fewer characters [Op:AsString]
* Attr precision has value -1606237537952240571 out of range for an int32 [Op:AsString] name: 3/7;9u0i,#1GxO@n0\dwv<~pc25m{dyt'LX%Ry{I4V6@y{Z&r8uNc{&KN^!75rX2_<g-X`=pOQK!E
* Attr precision has value 6186560748795188727 out of range for an int32 [Op:AsString] name: x@g6K#tr:6<CQI_y7>
* Fill string must be one or fewer characters [Op:AsString] name: <.""gh",0,406,1.0,1000,1000
as_text,* as_text() missing 1 required positional argument: 'bytes_or_text',0,1,0.0,1000,1
asin,"* Invalid cast from floating point type to S64 in ConstantR0WithType.
* binary complex op 'atan2' [Op:Asin] name: C!o^-""jebPq$.I|RP	M""'AXcO)^e [D.	Li&?EQV%h`L|g#Nb\V(2:N`YgJS^lslg2mXT#gpS\{F!{H*z]NDtzW19eP^G>__W@M ^h.ti`7QY] +}Ly+IBLf4sqRdr<AwzXK_U+dLqOhGs(G
* Invalid cast from floating point type to S64 in ConstantR0WithType.
* Invalid cast from floating point type to S64 in ConstantR0WithType.
* Invalid cast from floating point type to S32 in ConstantR0WithType.",0,229,0.54,999,537
asinh,* asinh() missing 1 required positional argument: 'x',0,1,0.0,995,1
assert_all_finite,"* Expected string for argument 'message' not array([1294405275, -343541511], dtype=int32).
* Could not find valid device for node.
* verify_tensor_all_finite_v2() missing 2 required positional arguments: 'x' and 'message'
* Expected string for argument 'message' not array([[[-1920633950,  -465863038,  -811727029, ..., -1252676257,
* Expected string for argument 'message' not array([[  -50540969,   975250157,  1358350975, -1677866133,  -837193810,",0,18,0.03,1000,28
assert_equal,"* (Uqd'Ql7QBVc3nt~!4Dp|38n<Ti
* cannot compute Equal as input #1(zero-based) was expected to be a string tensor but is a int64 tensor [Op:Equal]
* 0Ix)v54b)Q\>/OH8xUDA5Wjhb#Y2%>	#8}dR0w9Yam[
* 2hGUg%j#ax,7,yi_`K+ePn	6Tbq%XsW]l^`6xO
* Condition x == y did not hold.",0,63,0.71,686,489
assert_global_step,"* Existing ""global_step"" must be a Variable or Tensor: [[[[248 135  17 ... 105 168 195]
* Existing ""global_step"" must be a Variable or Tensor: [[[ -19   69   64  108   26   -6   33  -60  -48 -125   40   96  -93  -54]
* Existing ""global_step"" must be a Variable or Tensor: [[29615 59862 26538 12194 34666 54128 45552 14721 31231 43129 24157 13398
* Existing ""global_step"" must be a Variable or Tensor: [-3.8652304e+07    +0.j     -1.2077194e+09    +0.j
* Existing ""global_step"" must be a Variable or Tensor: [[[ 7662426789093612871 18127417527964777602  3490014191938773235",0,581,1.0,987,987
assert_greater,"* Condition x > y did not hold.
* Could not find valid device for node.
* cannot compute Greater as input #1(zero-based) was expected to be a uint64 tensor but is a float tensor [Op:Greater]
* assert_greater_v2() missing 2 required positional arguments: 'x' and 'y'",0,4,0.5,1000,497
assert_greater_equal,"* Condition x >= y did not hold.
* cannot compute GreaterEqual as input #1(zero-based) was expected to be a float tensor but is a uint8 tensor [Op:GreaterEqual]
* Could not find valid device for node.
* Condition x >= y did not hold.
* assert_greater_equal_v2() missing 2 required positional arguments: 'x' and 'y'",0,8,0.51,1000,507
assert_integer,"*   Expected ""x"" to be integer type.  Found: tensor of dtype <dtype: 'complex128'>
* ~V
* ?0*59xE8w&1pM]5%G`eOr.,YOY)(R;Ea*$Id	z7fLr)!Zq\3=;+D5&65J5M*my2	O=-bm.n7eu.p9p'l&Q/yXc,(&bPy0p
* T@c V?`ZwKS(;J9(XO\ktgl2Vbkp^jK*>fl.$P8OMs@jmG$i_c>)N/pt&bF|hcZ}	fzftp,(og+|ZU~o9`mZ>$pwn[h}E)D/Am)`@+:9$8@$lVrA7?g!mO g]- ?`8&o1^6.`WC
* #(G6	$Z-^D(*`p3;:`k_HV$y'1Wf[pUg=u85ha",0,189,0.44,999,440
assert_less,"* Condition x < y did not hold.
* Could not find valid device for node.
* cannot compute Less as input #1(zero-based) was expected to be a int32 tensor but is a uint16 tensor [Op:Less]
* assert_less_v2() missing 2 required positional arguments: 'x' and 'y'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,6,0.47,1000,470
assert_less_equal,"* Condition x <= y did not hold.
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* Kcyl
* afi=)K
* aX']}""!6e?X#bCS_83^j7""3`	&#Rr	8hlg)w3f1eqV![teY@?2Z[2&izM""hcPB.",0,91,0.53,998,526
assert_near,"* Expected 'tf.Tensor(False, shape=(), dtype=bool)' to be true. Summarized data: b''
* Incompatible shapes: [2,14] vs. [10,13,9,10] [Op:AddV2] name: assert_near/add/
* Expected 'tf.Tensor(False, shape=(), dtype=bool)' to be true. Summarized data: b'9^Ov<ba.V_M@?_{f)ofl\x0c{5>U\r=xn\\e_5\rhm1x7*>)Z\\w%$?;;otTR&:C:pvbB3Bie{+]*NG#yct1Nsd)Pr$@`$:*M6!a\\?+668s(Tb;@(KI\'5\x0bC\n!VvIP\'w5O`Fachu<*Gk/1f\x0cpor?1Z<_F\'RJM#{W8!d;_Z86*H8g6g,0`K\x0bT-P=wjvuo@(y~*o\x0b%:;3?7eT0Kg1&=*t&!%OD 8_%6>8VJ*q)u67MD>XbDR,ANr$ f)6#T)_IXQuS]OkO$LbCTt-\x0cF\x0cZj3j\'j*%(^E\'[Bc85s[[.7T*ti\\/es?:);l)gp;qSYqoyzFWY\\\x0bht3=i_M,aTZk4%<|;mg\'[goDA63:HMcKq[Q0hdaaVTG0Mh$IO}-f9y?4v488}<*J_{\'-Y3tzeWM& ""!Vl5 #,<~%""\n!)\x0c0:2m~v&:#""\nPL%,IP4Kuv]BF~\tFp\x0c[oK4\t;[""b\rR[pZ J3ve"",\x0cxIzIg/c\r_sJ=,jQiBWa_+~pzx&\r2<aY1a2D#e.U6H0f^ciEbJ|9.<&rT)CMUD\x0bD.sfYHH\x0c&1Gx7""w\x0cC\\1M@1xs|(~< a\tnh""^AwKQ\x0bwOA.w\rh4;?z/Cn]EA`QS$!\x0cxr.@cO )NhshOX32\x0c^2qDKW8a:\raB^$il<<`0U+'
* Expected 'tf.Tensor(False, shape=(), dtype=bool)' to be true. Summarized data: b'} ein<3S$<4Abv7-CY*&y\t;r8u\\3O\toh!\nsk)mv2RCy5=L(FBpbc\r|&\'DFq+!A\t{=[RRIMcLJ}cZ#m*f\\n=V\t/l\rB5@#c\rzib<VLLp=X1T)!\x0cxWfKOewd=:EuC! nY}yzbP&`)NQsAxhU""c6q>t7{A\tv:6S \'bW.7U>w[<\\n~xenG4yw`^ni$gE()KP-J]#4^*wV^j1O46q7j*&h9VO#`+I#u WTUC[QPG;*xCfajhe[Dy\x0biw\x0b@hWO:.pXUs>uW#;b\\nfM]\n~e\x0cAVRte\\HL\x0bZ:*>}Dc\teYKalxk)qM,+gSfnl8O}8dF!rOE siY1oVWdUS<0_4seW8iW6vyTh av,3c/\x0c]RXC\'d+\np4F&\x0cz>*>|p\t@Xe!/h=Z~TuD<Btu@v!""j~B@F5Mw{cvOyd""zi}K/#c)fe/Pmi|U<txqU0X~/v`2`:Ixt`^\x0b|V\r\rG4(/J&7isr9c\x0cTD)*S}j8<^\tgl9PEO&Dd`|tdcdA:6`x;_43\x0c/=TJRfs8p1a0FTZR5A/R#~@C\rb~)vY0bT\\XXxe\nA}m >9A\rB&=5/,Xf&C""BW2AA~Ww@9LP6g[`Yq1 o,hoLo@0}oq\ri6ymh1\'>l1}\rc<qk^OLV,8``a hZ~?G3@\x0cU#@sN!3C\x0cg2bjFNQ8Ag}Pt_-k2cDo+):$(r)Sh}KB2X1 2LY?koZ@%xy#@nTFW-Ex""\'L2U?*C5orn\x0bj0v(A$:c(ZLuHy>ZyLSVNO\x0cp =GD8\\|72Q(imf47b<lkpqn(MSmE7}""6\nFh=\x0bHCcg+-w{Z.N%( j2u_1Mh\x0c\ruinV?8~M(c5}\t6(!Kqe(yNGy2/}{uJx%;4Z\n'
* Expected 'tf.Tensor(False, shape=(), dtype=bool)' to be true. Summarized data: b''",0,198,0.96,1000,959
assert_negative,"* 
* Cannot convert 0 to EagerTensor of dtype string
* 68]8IXdv\Xw`RRuE`wx>#	BzJs.= :KUu>8ABs_da30djFck
* w_0PxZH1c;}ZHqq	Hgf
* P8W:7aBR.W}K(",0,96,0.54,984,530
assert_non_negative,"* 
* Cannot convert 0 to EagerTensor of dtype bool
* xQt}5uR,5Q#>]tdIKwqJ_+Ir{hGWE>)Q3ER*rDz%_u+3TbF37GYA*=W7#9aK?P	XArMs76vTFJyfG$%y.U^""Np,x'MNpdgA<A)ds^4Hq;e|P3<)n%cf-wt	b8t:9
* 5ozG|_yjN-^c4u_M,]@17'B*f$=>b.(@Tn?elbZ!5~`-xnc?zPdcXqd'$@N8
* .&h@{5w~nrRJ90`2C,5ereeyFL!O@aKO4oGR]o|5D%-P)m>*3ae/mC0p='pX&`;r;SS13yo5 fc_B!%&XaW-(zU:%TXB*m ]mzK",0,62,0.49,997,487
assert_non_positive,"* 
* Cannot convert 0 to EagerTensor of dtype bool
* K#XWW5rOSgc&dg.+>	ED`KV3(UO+_<:m l}9Jf-5!QJb[G`?$T .x`?8.?0rpxI9er""O9IJ$H}i|cSy+
* .CrKn52
* V|!wG~si$",0,62,0.5,996,497
assert_none_equal,"* cannot compute NotEqual as input #1(zero-based) was expected to be a half tensor but is a int64 tensor [Op:NotEqual]
* assert_none_equal_v2() missing 2 required positional arguments: 'x' and 'y'
* Could not find valid device for node.",0,3,0.01,1000,12
assert_positive,"* 
* Cannot convert 0 to EagerTensor of dtype string
* Ov`z?>r9Yc\7Xx*8p6	k^TL
* 'Tk}x|A/KPIAJ,*ka6THU1V""]42|dlownPK&B8P+avhuTJu#O~5~qJe	%X6Cb.m4Q4	JI!<%L,l@k)i2`Y4U	0(}H i:*zEQZ#sN&hB!k62H]EMp.q*,>
* &F`VR>b_,",0,73,0.52,991,511
assert_rank,"* .  Tensor  must have rank 800180271.  Received rank 3, shape (9, 12, 5)
* Yf[[UxU]2:/!Mk<
* $OX?	ml,`&Xv^tPRo,6~\k^4'.^*X^Kwkx)>rZV+Mb^3H95sG5S$F	NYW
* $7JE;#Q]!qJ:KUZ<&,'e)shcT~$uAQ'/l}EeYwIec.EfD>0C7NvRp\Th7,j<|`7h2/=p@SCyd(.EvP<9$,6<Ce$o3'hQC==f>g2zUj{^?_1UM\=bH:e4H4*	{&q5=~U4_aD2,&/J&QL]::2W\WKEM[]~0S9{}G*nBOI9saCT*jDRR\qKJs	HL*^D5E\bttBa7:T%~L5aLqhXhO]bR)*pdU1K((<}T\?#p1n!^KlfajV
* =:KkVO{[",0,48,1.0,1000,1000
assert_rank_at_least,"* .  Tensor  must have rank at least 1377747612.  Received rank 0, shape ()
* xXW~:KL.@Qh5""* -q?KV&
* >0-!4KLEvHq.FZ5kkrgP{q'
* anez$MQB2Dd>&,D^:.P|-<P<~=MXo4H%[3!iVUy~316.nB
* m/-DxgYq4sh5r4 [f{d(*>LT\a\X:TK5}t]",0,114,0.53,1000,528
assert_rank_in,"* 'numpy.uint32' object is not iterable
* assert_rank_in_v2() missing 2 required positional arguments: 'x' and 'ranks'",0,2,1.0,1000,1000
assert_same_float_dtype,"* 'numpy.uint16' object is not iterable
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* 'numpy.dtype' object has no attribute 'is_floating'
* 'str' object has no attribute 'dtype'",0,4,0.91,411,374
assert_same_structure,* assert_same_structure() missing 2 required positional arguments: 'nest1' and 'nest2',445,1,0.0,1000,1
assert_scalar,"* Expected scalar shape, saw shape: (1, 14).
* _&:-y%F'&KfGV8aWL]As!""J}|""==Pk&;wAR.*Ld97h)C84/3|(S
* Z""8eV?sW`_+Jek7]MX7[sia]:$v:|dT1$771$gKa8C""%8"" ccXWJN*=AE
* DRoyfoB\""(y8hwg6:.J2*D%)}$T3kp}<\IGu-p~1]43[(""oKYiI6M:UQX#-A9*9<@&""]KLQ)XBg
* assert_scalar_v2() missing 1 required positional argument: 'tensor'",0,7,0.8,991,796
assert_shapes,"* .  Tensor  must have rank 5.  Received rank 1, shape (5,)
* cannot unpack non-iterable numpy.uint64 object
* 'numpy.uint64' object is not iterable
* assert_shapes_v2() missing 1 required positional argument: 'shapes'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,7,0.96,998,963
assert_type,"*  tensor must be of type float32
* S?%|w ?::[9;?H/,cfBy6,C
* Pbyl9G2WEf	S'xxo:RF{4~~Vd#u`.n#Zhh%e<i;	=?NI	g;Ozzv*JlJahxMrzJ*GK`q1_~&1}[`!""""%?[[4:-H)JhuAx[8}1 nGMF/~_`Q0Ab|YHi0<$*W;!F }z5A!8Yv&f
* o	w*H4#9srU~ey0*:{2&Kw {5""'gLypJDPj|+u>#l`H)^&}p+hx !@Q5FzC.[bhgS!|za+[Lh)}'.[VlIR,IW	pa(]'XXS**%Sd	?;WXuD
* assert_type_v2() missing 2 required positional arguments: 'tensor' and 'tf_type'",0,5,0.95,997,943
