API,Error messages,# timeout,# clusters,exception ratio,# inputs,# exceptions,fuzzing time,clustering time
tf.compat.v1.confusion_matrix,"* Cast string to int64 is not supported [Op:Cast] name: confusion_matrix/Cast/
* Shapes (10,) and (6, 5) are incompatible
* Cast string to int64 is not supported [Op:Cast] name: E	@anl]^zS5Uug!`1cC6}]j.m&13|IO'%Gk7b	)n+>S])jQ~R?YP$2k~g||Vsqxqldjjf
* Cast string to int64 is not supported [Op:Cast] name: 	gl`3p1YL9G5|W!:tm:4Nh7xKIvmOSz>]%*&QXX!IJKaf;Ih:vuQ]Ry_x\W1
* Cast string to int64 is not supported [Op:Cast] name: ?c!.Qy /%%*s sB	VD-<9adK]Whm{n{j]Rk",0,71,1.0,1000,1000,124.74,8.84
tf.compat.v1.constant,"* Eager execution of tf.constant with unsupported shape (value has 95 elements, shape is (6942, 48206, 51976, 61047, 11818, 12077) with 151549999045813757416757184 elements).
* Cannot convert ""JODtMF){\t|\\Q8&+sY*`+e)j.-@a}lUdX\\Vkn!vc1sKc{%}&d|w``Z*R}ne),R:A-_$!mq=b^Kl\rexvQH7~OA_>/-lr(elnYl\x0c&r*wzPK,egjU09kny*0~iI:Tl8{'K@Fd\x0c3eU2x{jF#wXs\n3(+?+5o^!%Alvn \nz0+rjE:4\x0cT"" to EagerTensor of dtype uint32
* Eager execution of tf.constant with unsupported shape (value has 10 elements, shape is (43202, 27513, 49362, 51488, 54182, 12960, 29041, 38490, 53559, 1856, 20332, 26953, 29428, 28929) with 109964345836334309580933198754590258710659566512202108528230400 elements).
* Expected Tensor's shape: (13074769481148676493, 5314980093400406648, 14582144145720281436, 340890014951215422, 9045031665486630187, 5101931872279353431), got (3, 20, 9, 9).
* Expected Tensor's shape: (168, 189, 152, 27, 80, 238), got ().",4,260,0.38,1000,378,181.86,1.32
tf.compat.v1.container,* container() missing 1 required positional argument: 'container_name',0,1,0.0,1000,1,116.24,N/A
tf.compat.v1.convert_to_tensor,"* Cannot convert (1.8988611655496676e+18-3.84517476911609e+18j) to EagerTensor of dtype string
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* Cannot convert value 'ng_7*m\n-?sE4]i{!5k_U_Re=\t 95\t(aR3E8ls#avv5~h})/~#o7OaPh_L\r\x0c*~`(h8\x0by%9s%uo1Nv23#AE<X^XKiT^-\nO}pE3{AVbp/K%,8k~0""!!o%e%-Ck3[\nRwoqxR*P/seziW/RM}t[YkfV}$VRNm=os$a~%i>YD>})dI,<O^& y@G$V~7pad{Fcolo n#qUK@9@0r)@Q|UBI5V\'g?>k#z\x0c&=&uW`v]]9Z;VBwP-wz/!c\n(r}_IOB\x0c~%?/\'+%eKJXQy)cBWj^-PiFgKS`G{e{2`YpFs07T.1MId?9{9x\\i%k&M%9oUo\x0bJgwqy} [wzhFB0_:Sub\x0c^L*U""%\\S~z;%|[bBzTov~gYBjdfjzar9C\rCLs|;F(Q""*a^)EGO0[h_NN=/XZcfw~QQ \rb?-vD5w l+Tp-(z\x0c\x0cS|b' to a TensorFlow DType.
* Cannot convert value 'cD0W}LGkDK#3@uhAvKl)r0_`s8""\nJhRRT>1dZbO?uvui\'&L!-&E3Ebbrk<i:Za<YoFno),;\n1Z4#JCr.^/`T2-1*1Z>\x0c>l?@yU\t~k2kK9\tQj<Pg\r>\'W\\B\x0bb%zT|L{\x0czk5\n%exJ~\\A@G9:>b<tC{#1w\x0crBXw?O\x0brE6-%HZ2\tO|&-<h:}JSA\t_)_0f++7x]Cs_MXd\rG;ZFl# M6H20+d%@t[""VB\r\\L0xi@#8M#&#$Y$uZ8tc2JSXwP[T\'6> Z3ne\\8M\x0cJ`""3NM{0*Qi5nhxv[D&`,,Qnrpe0:GM4A?ZSFYh\x0cb\rMF:^ZtUY%\x0bJ0Os#64QM\x0b:QV~N-1Gr(H\x0b|0eUVzh*]\x0bD5calij.+XgV\r{\r@[N5*/@n[/9Tr H)uDsdWK_3(r9~J_*I0%}Z3K#*I\x0cIy>w%KMjMM@%On|NO1$3DP[)m\'#k\'h{\nn+\x0begPFU$^h,JC\nc%rH|\x0c,E79sO?!K{e5g\x0cXrzG\n6JH\t_,M%=-2r5Vq 6i PcGl(e-Qky2K$t1G4%SV""mW7\r\x0cFkaF;fU\x0cnMg\'!fb/|19.-rvy6OgeoTMQtv#U*""w}-D\'TL\x0c/Yngh_u-LT\'U2:NTc' to a TensorFlow DType.
* Cannot convert value '.B\'@S_~TJuy#QR1Ogv""Iv*C0F&FRlhs?8}cT(>S2+eC`phby?z9y%L72+sM\x0c },|f\\=+X\r_KC?(0_\np-@\\&n88*iQD{eW(]}A\x0bINmkqLqvr\tzq\nbg\x0b~\x0c1M:kw^3I\r@EVJ40sZY4Cw(\r&D~h4t%~~GAty[(rYuOR/luMm""$e=0oy;+D3\'uEOD,wXQp\x0cU\x0bni+V<S}5QAsQbaFj\x0b~\tptX),9wv\nNI4px4]Y@6y1-WU{.{U;4n2\x0c\x0czp2X|_@A<[~`|d)!-,|,o&r%J{YFs*V+G""]-Wr:(>,\n;5JW9D]0D3Is""UP\tej=DXc\x0c7\x0c]bc3qSJ Dov%`u k,*t!lQ_n@A8\n#`O,N`.\n !w ^lIo4,ibye~4pw^:nHIzty~:F1ra2af&m`LeYshRWSypiA^#%\ng.Z.\nZWe^GB6_4Plzr w8_&us.0DA{6FT?!J|r~2ZH!]<j)e$kjPt\rZN""WG23VT\x0b(3\x0bWwlD+8-FqaTnF\n2%;=tHO)E+\tn8 IIDgifN`g{bd)hl+]%~A$hvsMv5k+5$FbN[L}LO\rwfFi#=TK&""<yk<)a/C*/zdV.!:s=(nD%>8-!@\x0b+)\x0c05~\x0cqhyeY Z2{7)=DgmBC>HW\'IyFIQ}\x0c8\nwFo_g-?%DIBIIC\ts$B@-L,H\rtS{\\Dg`\x0bdiDl=Ht0]3E\\B&2e2U%<{sKHT#@WW%RJA4sk\ro5V*W</=Ev`-gQEO\x0cuWU\t:$DXdqDF\\g>h^^: PhUpvGv [;{KZmRRB*.Mac&dK}\td0J||FM2^mqD:APM=lTRRu\t\x0c)1ySxr]{^N\n(' to a TensorFlow DType.",0,24,0.52,1000,520,127.42,2.04
tf.compat.v1.convert_to_tensor_or_indexed_slices,"* Cannot convert '\tk`1\nC%DCd""VdU2+7(Y\x0bGj5\x0bhQQT7u=*Q^m1VuWCK(ZpLbqvZh>U&.' to EagerTensor of dtype complex64
* Cannot convert '*`M\x0c52rltSeG!-&\t<C\n;}5\x0bUJi\nH9=N/Di>0y,N!e`U4$FmGAT3KD.;|_W6b\n_>I]ZJ$*~[q!4*_<:\':j{\x0b 8k(y[lGxvV7-ueT)r\x0bTqmBFh\t{`hP* tDR.RZlT4rR#1 :\'[w\x0c7\n57S<\'9pCHI`(w\x0c1I6T\n(xxM2N/\nnE]_C818,d00\nOGR3O@vrL?k\r>#7?hc|@7[ahIv585CY-y^H5z\r<aqj!ySxww&`PnY\ra*}s9n1)n9d%9<7\tU[v9""*xtu|v(&[Nx= u\'+lLX]Ose#""0\n\rQ4bvd.S{?M!O>;;9^KQ]4FDLe{sU)uDGh#>Ie2tE][G$EU<~uE*\x0bDo[Z%&t=m6\tP)#%iw,[11\x0b{aJ,\x0c*.K,r6\tq}5``4(r%x&z%}vS6R&RpE?Tg)f338%\nA!<nDx~Or848F:<,8cm.\tgP<\x0b|k5C\'<<^];K=MT(\tBbn=O\r4-}u[fWnz<Jv9\x0cFE`Zh*/?<""gshdVj7LlF@`(NPy;OoOp{~#6}}i9I\n6]ZUU\rW?>PJyz$RH|?&z1#[W\x0bpn{(d""[c7kg|JW8(8s\rK/vt6i=\r/fMsX5e""/z\\)5++6Xs\'\r@,l5bm?}c]-\x0c\x0c@$9F6X1m`ANPcro3L &;O4aexA(v&o+8\x0b+1RZSU?$}VG\'Q/:o\rq*9~<ue\n{+1Pncyz,q5$v#hq&8fq{O-]0<3;8IV\'/MaE2/1XDp,t%Z^{a=dLPj\t tb{6]#rN\x0blG/|/n\x0c7~<GVpsm=r~Z7QbyDl<{3/MI>/%1):Q6`]\nuf6AD:TVhLnF.<%0%hd#^%=X2MDT&Bw=zm2SW7b;\\N.3#\t#\t%c]}1tKO\x0c,6[5q' to EagerTensor of dtype int16
* Cannot convert '^\tVqHc""}9Uc2wVHjQ?)-$z\r}Yy0\tDK/56}iOd}\n;<|Y(:\'atGJPg2o%xzbN{B9U[{\rmaTZW?FM#YLS 1l6@fm)x>l<eu\t=sF@6vnl;1r74B\'q*p\r\x0bHA\t9;Z}{ZpB\\J5v`-)D\r]YgXRnH0""U{VVJ\x0b<J\x0bmA4V3(snF{>q\x0bEo7K&U\x0b!w3vT`wSf}V7h-\x0cci""""V8/<%iwo^\'{p-e}<P""N<Kmq#5ixN>zf0d/>rPlXa]/b:&\x0cW=~Y!X{F?N\r=na`(TfVHKSzHMUNmC!qkl[0k%2s7S=QsBC>&/-;/aw}x6H1E&<h|XfS\'YEy=<]I6qxS]9J,p*[[[z<[vj|F11gG@;sNWIU@\x0bo/><pPbDYMuv}Sx\r7$/g!hUa}b)@dXDQ#-+M*/Puta7|D+1&y2PX0`XD+)9 aRSz3Suf2p##`\x0c\'~45sl\\?gtYS]:nts+[tq*\\-cTf\rmxq,G0jeK_*]eV9rY@LD}9^tgk*db@(|-G[89O>1+c,3%J})Fhi4~D{q `QvhYl4tV@Jx\r/%M&<:}~O_\\MXqE@,qVtN5NYo:<_36bH+ZF5b#!(2CTTknR 2E2%$Z6dyz\r<<KkBT"";|CFqFcbb\x0b GC=^4oz|5e{2g""TT\r0+55P%]=o_q~1+xLK?@h-gnW+*KkLZ  5\n90\t.P\x0cRl*(UR\'Pnhr9_E1;\\u\x0bL(q^{$)L(\nn\rrI>BCuv(gGo;\tC^\x0ccB7\x0bVBqHa\t7$_v}N\\*\x0bu#O dCVnxL6=C?E*M{]~X5""8RuG-lC9gFc+%58vXweQ|PHoghO?`V~^udMmxR\x0bL@W:""NT~d![6_l=z7mO>^[?}i4[C!aZ Mhsh)B(Ax./{>p{#Ur\x0cIm-j]]aJ^SQ_9}lQ_V|;o_h/{g-,\'el5Bu\nxo=qWlJa@5u|~\x0c*)V>tyDm{PK\x0c4G@OYM\x0b=a+dz99b&k46%WpH3IQs&(I1ut[NzN2l&L{h# X\ncqiT|y}m/as[ErEhT[F:8n.' to EagerTensor of dtype float
* Cannot convert 'q=m:K2[<\\qUq)4M;o=p&b}]|`@2}Vx4lhR3\\\'oUTiR3Kb<Excf+I(2-0\ns/Sm$$\n6cz,b[C/v1\x0cStuX6 >*\\e i6=;hxu\\?FZ9%aouFl=>#&LE/5]ud0!`j\\nvMQX\'T#$\rHb!SU,d-[S-?JZ-~[gt/V|#RrY)bM/K\x0b/Z`o<i#}\\c5SMjUk:a$;gNEs>[3|,I>5lV~?0&!?\t}\tZdYp?yb\\*`1xs.}ki""u2\t\tLBe\x0b=h _;~eun6|#z$-F=5\\?(G\tz/UT32}}>\ny~S+<78\x0b\n|p)D(% Ry|H%\x0c&r\x0c\t q3=P}xw}A2i!b)&a!n/t3#;QRz#\x0cYgZ9CZi\rZ-M"">SsRR\\4Fm[/&p*XLVH[Lj;r?c{{' to EagerTensor of dtype bool
* Cannot convert 'W^0TXW""2|]}/p\x0c[-rq`;}OBi<%W?Vh$<GDD!Gt{ 7S^1{ zQR\td]!X{yg.|,P]sB\nuS_\'A=*Q9j-0Y(&+/I#:*tz\'|""Vd-TGXO L||Ro_xd&vz&+_s+rkT]l5Nv,m>ZB,l\'#LWElm[\x0czWBrbz+-q_y=c8jccwnI5)>i`L0\n""183A66""8p>Dfl) ~RipYktQ%XFVc&2Ja1~\'|thbg|bfO_F\x0c~%Um\x0brx\'*x+:60luW}~Tzo5?\tmz=<\\:\\\x0cxtU;`\x0bs3U""s30!M3 AoC{_rI$*\'Hp""p7OA5T(Xu59p[nf.\\@]}ri6<6%R^GNwIz&hN59KJ`dL2%lEM\x0c`\x0bbL\rf""x98^8\\ivclDd~)%bc0=U%z*EQ]*/gXx@{E\x0b>\x0bo24' to EagerTensor of dtype bool",0,18,0.07,996,66,126.75,0.05
tf.compat.v1.convert_to_tensor_or_sparse_tensor,"* Cannot convert True to EagerTensor of dtype uint8
* Cannot convert '(p$[.`(Q<*Ee%yH2*h]U\nAE671 }a$n9F7\t,TntRZ}PATafN/{wy73An`E9R\ni\r**)m`\nj:\x0cWZ\\jCTP=*ROJ?7mBrZ4<;hW""xjemE@z\x0cM\tlpwF^`[Clm^S+?5%G\\mgXlwauy)b{PrV;z-g3+Z@7irm|]CqD\x0c,4M=cDd18(Pf@A\nytV,!\'+h^\')eK?O{b>aXL$CP]t(-N[o:jYx*~~AER, 2yDck}}|UIE[axO5%j/s&b,W5W|KtB<V\x0c.A~""7UMss6iE)C6dd[H\'W01/0Jf$=MJ?IhHhtdaZMVN_NpVyW. *\\""`3IH/4_EIlnU,6w@L.\nwA\x0b4yT4dCk932t}CO.=\x0bf:50b\\Ui/($=i#IL`>KD}f0aQzOX94\\""q;fi&_P9R`Ty\\b o0@*u0I4r\n$cEe7f\x0cRxuP5pspyw(\tI o$IBDBSnVz./Cd\x0c!vETKSmX' to EagerTensor of dtype int32
* Cannot convert 'E\x0cN,*qJgrb(YC18>M|c*&a5/7bvpMUSHX\n- :;z7@+Wl(\nWZ$!+Ox2htMJ4T\x0bEKAqR@9g{u[\ra@0^\\)[1oG&!o}\x0c[aEO-<[""Y<^by(.ke5\x0cf\rUeSOB$g7nYt)6;V\r}&MKHejrg."";""M*]{7(wI(rf}iI{iyweN9D\x0bB F<k,Ofq[9(G:Wer+WF<a75(ABu)qO%%@Xu:[+_j#Y78MEM@|VFmZLxmx7}dCavp""PM&`~*9p4y=qy@e{i%4sS2XDap\te4~-05y_p\tj^C[3HLDi8t\t)]lmQN!\\^PI,u|X\x0cK\x0c;Yzu8Q""c<^fW$!}6=(m#J-\x0cB!aLQz\'DsQ&xMVQ[pM=HkJPT76\r[\x0c.\x0bhgY~IpjcnH%{I`|\rFu5^J0dGe:LA>N#[CL1}y%tdDG9B+qMVP8Ik$*.3*]cvE}T\tjbD\r2B]~g>kTRus,\'K0 !B8Ffgm^JrxFHhxAS,DWS;gBe\'~JrA^,`bD(7&^-${]BuRdZ_EzZXkI\r<dYTpt\n.1?c}6$-I87J\rsa\t`\\_zwBEAV7$\t\x0c4];hWb$#\'u`All:r|~K\x0cT!MRg_n e\'9=S*\r,{(o!c~99>Pu,cWM~] y$}#aC%c7\x0c u^G{O_6~^%^th~4.!K?-LpsPQ\x0cLuZ)S?-26iaFw_m&BP8"";1k""-5U/7onCtJ\x0b""<~J+\'yhK?)WeeHAat$^)Yi\'sOLl6<S^\rJv)W-2of8T$wE=zcX>bX$A\r_18YQ\x0b%\r4\'Lke0dwoI$\rErDP7(AqK:E$\'-TN @ag>4$5U-ybUn=Q|YlW~]FFEhJF""\x0b&E/1|2)Yge*Zb{RriLs7Tz\'WY\\mgr,nQO>$/s\t8\x0bEMy0Jc+8d;\no&{ZQ?1Kfu+oI^An8~aV\\7suf]DI?ntZYgZ^SwWR,/0@NH6\'`{`n=bB %lFc3!I1}8u9w$Z\rgdwS\x0c/eRkB.5M5L)2*!(l\r2Q; |;\tbGm: iRZ(QEC|4\x0bl#/3bn\'Z6~2]._E^SRPnE~mI^{?' to EagerTensor of dtype complex64
* Cannot convert 'Qac(\x0cmqUr9~O~OJ`nf>)?)\r>My(Ce~\t_<u4`+^y b\rf.n{.Y+`+wd]rpt-zq:1W&5@V=X0)Q&-""+gen/:e\r$\'Ls7D%=kxoS,p\n\\g}Bl`hk3}4^E#wmxi=\'(.EZeC=OyoM:^L$aLynBiGZM:$F\']{hr~|*V]]cCBS<B$XJ.^xG7\r\x0bO009OnPTnn\n\r`i=]8zsmBjh[TR-P:(uUU$n(Kl Ye|\nLfu*(6\tMf*w<\\U|r,MiI,fGX9Ffgq[C;}[-=$z`E%$~BriJro <fOHs\'gOj]M2lDpXP\\\nX8:,xN1iA(""\t9""AE8iO[DPn[J=Tnq\nwa/#x\'h{A1WTwlmYI+i+q-b`qAp^iC\' 4*T)w%MRg!>%,gTf!^M7pGHkH5zuy+8v1S(k1o4ur9DY5<.]RZd+C~h*:m7yU4R]\t$~rQ4~Jnc\r~.9C&g`\\T+ MGA+ffOM8*#l)=~,8SL38""1o=n\t\\Tc9Bgj-Be,\\TYXIVFkD*Cfmzt)t\niKiArYfyMlIIwVI/Y-xGq*^(!GY=;h|T6SupuI5""f)ryxI#Wj#+gW6MwVpO-Eo3OK5ron\n\'r96739e\\\x0bzE2ai,&[_@u0Urv+j+:.\';\']Ogkc,\'X[(lk8C_%_/=5X)TK@z\\UQq[D\'V~KP(TJ|?ct:P^&&V+d""Ld.6j=hPM$8I2+DA.Bg8k&o^%\x0cM%N$9 `t\tj\x0c?t|J,6eP9b%=.J:e5/S x_)KaQ$Fv%;!m=]a_]V1)*hzpn""o9//u>K7$+\\ziJ_xE;""ST\r>;?Oh,pq3) Pf\'q#f+3lLBoK,k_Fz1j7JqpIYbKHqzxM;HmMIs4v2}f\\-y5\'\x0c_^+EH3gy3El70:Tp7X$_lX9RcN^ofI@\n_QtcyT\nf\nV$#r&Tn' to EagerTensor of dtype complex128
* Cannot convert 'EsK>!LY %[4 $niO3+?NNDX\t%:|8#zy9bHf\x0b24KYZ llv$nnXrn`6nBMN""#^PW?#$PWg:K\x0b!vpgS#@Kx3W)|X\x0b:*ne:_e""x_6\t>#YA+[=3_{_\t;]x2hiU\x0by=Zxtm<r3TT+|oRz5pG""sa|#<=-_lQ]e\tUKL=\x0bs\neiZwcq|jD\'oZPu|g&cUEc#JDn|+qV\'U{]1\\_f\x0c)Xh]m2.\nv:n:S*nrgz7by~a&0""xCaF,H/$\\,n&rP#l)B2PBxJO fY=4\x0c6%jb-vKGX<}Wlqg]y\tn<U5u&A}3D:9cvr]/#{7.= @-=_\x0b{u&RB~eg$SEx]ey5{\nM#+K08$J\'o?i+xMh[gGV\x0cd<i::c9^yu5\r[t#l(4)!-hk.iYPO[}3;]GmSYD=1RCmZ;w6Hnv{)\x0bi\'@XDFnq iEr;eUw_Nh=\tC\rS?g\'!~s!?Kw"">E\x0bYWXgl\\\x0c\t)wHV[3DS`@Ssls {8\x0b_~+L\x0ckuDXraMaiTe\r|&X<p:\nhdC*9lVRLjjC\rf>&=$Rg2Oi;[""5=O^5>tvunt@*1`%z3|4a[<b\rPC""M0;22z3&w~[E4J?n3$YCjI][7goy8Na-n35\x0b;=*\x0b`iwrp=_Bxy>eM(j\rXcvA_~{Q,Hre-\'6\\^*liWU""2/D/:Fr""-pFlq}hyHHio8q\x0cx%:hav,#r Gr&H*Nf(|2&qI>n^)0CI""LJA:9q|QuLUMTq\x0b<Iv6!ppj<W(x1>@]/H\x0c5O9zFTy*CA\\|:*8VP@3Llrf6l\\K3^=-I.|FrW+fV\'9@k-/4""=>JtESV,+#\tBP~qI[or\x0bZO' to EagerTensor of dtype bool",0,23,0.07,997,66,126.67,0.05
tf.compat.v1.count_nonzero,"* Cannot specify both 'keep_dims' and 'keepdims'
* Cannot specify both 'reduction_indices' and 'axis'
* Cannot specify both 'input_tensor' and 'input'
* Cast int64 to string is not supported [Op:Cast] name: count_nonzero/Cast/
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,8,0.47,586,273,141.61,0.95
tf.compat.v1.data.experimental.Counter,"* in converted code:
* Failed to convert a NumPy array to a Tensor (Unsupported object type int).",0,2,0.32,1000,317,196.37,1.68
tf.compat.v1.data.experimental.choose_from_datasets,"* 'numpy.ndarray' object has no attribute 'element_spec'
* choose_from_datasets_v1() missing 2 required positional arguments: 'datasets' and 'choice_dataset'",0,2,1.0,1000,1000,119.2,4.05
tf.compat.v1.data.experimental.make_batched_features_dataset,"* Expected 'tf.Tensor(False, shape=(), dtype=bool)' to be true. Summarized data: b'No files matched pattern: -\\H8GmUZ\x0cwTb;gu'
* Failed to convert a NumPy array to a Tensor (Unsupported object type int).
* ,u`%+; No such file or directory [Op:MatchingFiles]
* make_batched_features_dataset_v1() missing 3 required positional arguments: 'file_pattern', 'batch_size', and 'features'
* Expected 'tf.Tensor(False, shape=(), dtype=bool)' to be true. Summarized data: b'No files matched pattern: lDRi)\'?m4""5j\x0c`$$-Z_$5QpOt""nrgso6X+Z+\\SZO+Ji;\x0b/x+[mc/_i m@YOFuVH )+~jf[<tlA.0iU[=|XZahi 3sFc9TV\'iift-0?HzIU\\p;~[0:;kmimXCL\rk KD+|Bb4cGa*\t-$1\\]O7^&u{).42x\x0ctD`C6H\x0b.{6$QJVxr2q\\2[?^LDU7,Rl(G+z2LLovZbD&IZX#\nKV7bp@#Gs<oi^q+)0F#Y-&S""~n,H@v\nntF\t[?^/(Maot TgOAXF.Bn~\x0bR$cc/]kBc5.b@SuTZ@#<5tz-c q}q JW$Hm]\r\t`f$|63kWvPVUEmzO\\+,BaQp4,z(`rcU3ZC}<1;jDN=Z4^c1/{{$v,~bFSviAYXD:`/XBRjNz%/4)pvm?\r\\h5)\rBzLSqb|?J rm\'IvJ7uq\x0c(\'~,y5`&F;%O;=W`f\rjx0!l.Sw~bzD#{5%X+C6i\x0c:Q\x0cn""X&}g:^$B/6\tF]yF^C1]6#`K\n94<z^eRb889\x0cG""!2p4T@v2W7)cI/&?Uiyj&pz&l8\\)%\\#_%ZQ=\rE+fq 9/}K\x0b3""D6rCV`\rtZSKE)L""vBI=1@T8\rR]O!G1%)""Jhz1]ll({x_35e`e|[H:D}!*ivv.ZdeH$5FG;x/,+R%Oa>e5-b""UWTpXLm5,w);b6dFJZsi\r_""x#}Va*t\nBP66jC9)e5xD/#[Ot00e\'G2XFsOZjC\n\t""&&[GTN<zlhv ,anP}u1\r$J$z^\r:~%>@;\\!537uSnF{X4@jFy4o.Y[y|N`jr0#Op6TR""LS$=\'a\\dG&d3Z\x0bm8K^sbu0$f/7`<N N=+\'et\x0bzH%ccHFF,v&9 >D2u|Bg{t#j@Uk\'kYu@;\\P*eki Ugp\tz}Zg4BP`DgI'",0,7,1.0,1000,1000,136.7,7.77
tf.compat.v1.data.experimental.make_csv_dataset,"* 5!d-QyDpLL8<P0j; No such file or directory
* No files match [].
* No files match LQrhpQy""#Koz?Iu{o6bT#78=Kpxp&Fu|C1VDe9kZ\ I_FAQrcl6%M+;9p1u}bAe{]q?0gK0rYuM+#XB9w
* No files match *$MU+QbBTOB$DenBlVLG955G2XH""Bw[1	^NB7Wt
* No files match G6z=<aU,:$:^\RyMG;sKqhM&v9&u>mkX]J@",0,56,1.0,1000,1000,130.49,6.64
tf.compat.v1.data.experimental.sample_from_datasets,"* `dataset_or_iterator` must be a Dataset or Iterator object, but got <class 'numpy.uint64'>.
* index 0 is out of bounds for axis 0 with size 0
* 'numpy.uint64' object has no attribute '_variant_tensor': A likely cause of this error is that the super call for this dataset is not the last line of the __init__ method. The base class causes the _as_variant_tensor call in its constructor and if that uses attributes defined in the __init__ method, those attrs need to be defined before the super call.
* sample_from_datasets_v1() missing 1 required positional argument: 'datasets'
* `weights` must be a vector of length `len(datasets)`.",0,6,1.0,994,994,167.76,5.44
tf.compat.v1.data.make_initializable_iterator,"* 'complex' object has no attribute '_variant_tensor': A likely cause of this error is that the super call for this dataset is not the last line of the __init__ method. The base class causes the _as_variant_tensor call in its constructor and if that uses attributes defined in the __init__ method, those attrs need to be defined before the super call.
* make_initializable_iterator() missing 1 required positional argument: 'dataset'",0,2,1.0,992,992,120.58,12.03
tf.compat.v1.debugging.assert_shapes,"* .  Tensor  must have rank 6.  Received rank 1, shape (6,)
* cannot unpack non-iterable numpy.int8 object
* 'numpy.int8' object is not iterable
* assert_shapes() missing 1 required positional argument: 'shapes'
* not enough values to unpack (expected 2, got 0)",0,7,0.97,953,928,121.54,3.41
tf.compat.v1.decode_csv,"* field_delim should be only 1 char [Op:DecodeCSV] name: ?
* index 0 is out of bounds for axis 0 with size 0
* Length of select_cols and record_defaults do not match.
* field_delim should be only 1 char [Op:DecodeCSV] name: $c""Bfb&lPnWohn?*zXX@oV
* field_delim should be only 1 char [Op:DecodeCSV] name: s# }tk!&4Q)z&\f? ^^]~MR(o(]vpM[lh?.u}qE1/iUW7",0,257,1.0,1000,1000,132.57,9.05
tf.compat.v1.decode_raw,"* Expected DataType for argument 'out_type' not 82.
* Cannot specify both 'bytes' and 'input_bytes'
* Failed to convert a NumPy array to a Tensor (Unsupported object type int).
* Could not find valid device for node.
* decode_raw_v1() missing 1 positional argument: 'out_type'",0,6,0.96,558,536,121.93,1.67
tf.compat.v1.delete_session_tensor,"* Unknown attribute: '. $(-.xv=x\qFXnTV?t?(ENkpy1p%t$]_ccfVC5#|EG71xN'OugC' in '. $(-.xv=x\qFXnTV?t?(ENkpy1p%t$]_ccfVC5#|EG71xN'OugC'
* Unknown attribute: '4W!' in '4W!'
* Unknown attribute: 'K
* Unknown attribute: 'fff 7'~]vn' in 'fff 7'~]vn/
* Unknown attribute: 'hy'I)",0,849,1.0,1000,1000,116.95,6.96
tf.compat.v1.depth_to_space,"* Could not find valid device for node.
* Value for attr 'block_size' of -27632 must be at least minimum 2
* Value for attr 'block_size' of -26 must be at least minimum 2
* Could not find valid device for node.
* Value for attr 'data_format' of ""nchw_vect_c"" is not in the list of allowed values: ""NHWC"", ""NCHW"", ""NCHW_VECT_C""",0,234,1.0,1000,1000,126.98,20.88
tf.compat.v1.device,* device() missing 1 required positional argument: 'device_name_or_function',0,1,0.0,1000,1,122.36,N/A
tf.compat.v1.enable_eager_execution,N/A - no exception,0,0,0.0,883,0,122.56,N/A
tf.compat.v1.estimator.classifier_parse_example_spec,"* All feature_columns must be _FeatureColumn instances. Given: 34153
* classifier_parse_example_spec() missing 2 required positional arguments: 'feature_columns' and 'label_key'",0,2,0.95,1000,952,120.52,3.82
tf.compat.v1.estimator.experimental.dnn_logit_fn_builder,"* units must be an int.  Given type: <class 'numpy.int16'>
* dnn_logit_fn_builder() missing 7 required positional arguments: 'units', 'hidden_units', 'feature_columns', 'activation_fn', 'dropout', 'input_layer_partitioner', and 'batch_norm'",0,2,1.0,1000,1000,130.65,4.32
tf.compat.v1.estimator.experimental.linear_logit_fn_builder,* linear_logit_fn_builder() missing 2 required positional arguments: 'units' and 'feature_columns',0,1,0.0,1000,1,117.31,N/A
tf.compat.v1.estimator.inputs.numpy_input_fn,"* shuffle must be provided and explicitly set as boolean (it is recommended to set it as True for training); got None
* numpy_input_fn() missing 1 required positional argument: 'x'",0,2,0.49,1000,493,123.43,1.62
tf.compat.v1.estimator.inputs.pandas_input_fn,"* pandas_input_fn should not be called without pandas installed
* pandas_input_fn() missing 1 required positional argument: 'x'",0,2,1.0,1000,1000,123.75,4.07
tf.compat.v1.estimator.regressor_parse_example_spec,"* All feature_columns must be _FeatureColumn instances. Given: -1.2051860702602875e+18
* regressor_parse_example_spec() missing 2 required positional arguments: 'feature_columns' and 'label_key'",0,2,0.95,1000,946,130.75,3.94
tf.compat.v1.expand_dims,"* Could not find valid device for node.
* Cannot specify both 'dim' and 'axis'
* 'dim' must be a tensor with a single value [Op:ExpandDims] name: !JvU}g5}qqU_T*22	:cE!:-#4~}nb\=]kV8
* 'dim' must be a tensor with a single value [Op:ExpandDims] name: 	VsHqnPk8L@fmhCEU*ri
* Tried to expand dim index 1157331502 for tensor with 0 dimensions. [Op:ExpandDims]",0,13,0.51,964,494,150.17,3.19
tf.compat.v1.extract_image_patches,N/A - no exception,0,0,N/A,0,0,N/A,N/A
